날짜,요일,시군명,시간대,인구수
20211201,수,가평군,0,62015.888111399996
20211201,수,가평군,1,62000.1746063
20211201,수,가평군,2,62199.118585000004
20211201,수,가평군,3,62535.5682109
20211201,수,가평군,4,62623.3899549
20211201,수,가평군,5,62780.6978693
20211201,수,가평군,6,63578.6038978
20211201,수,가평군,7,64798.841353
20211201,수,가평군,8,66122.6646226
20211201,수,가평군,9,66955.123037
20211201,수,가평군,10,67568.9951516
20211201,수,가평군,11,68040.9384941
20211201,수,가평군,12,68401.9862298
20211201,수,가평군,13,68567.9755024
20211201,수,가평군,14,68301.3125261
20211201,수,가평군,15,67995.5052968
20211201,수,가평군,16,67228.9944674
20211201,수,가평군,17,66482.2465755
20211201,수,가평군,18,66267.1874805
20211201,수,가평군,19,65692.4610266
20211201,수,가평군,20,65495.9250355
20211201,수,가평군,21,64269.4811919
20211201,수,가평군,22,63470.1552849
20211201,수,가평군,23,63500.444954599996
20211201,수,고양시,0,1067518.199109
20211201,수,고양시,1,1073391.110406
20211201,수,고양시,2,1075966.108337
20211201,수,고양시,3,1078264.126602
20211201,수,고양시,4,1079374.102949
20211201,수,고양시,5,1079016.351993
20211201,수,고양시,6,1077452.356603
20211201,수,고양시,7,1068654.743959
20211201,수,고양시,8,1055284.72235
20211201,수,고양시,9,1048968.314986
20211201,수,고양시,10,1044859.105502
20211201,수,고양시,11,1044036.430499
20211201,수,고양시,12,1044029.718175
20211201,수,고양시,13,1044257.904067
20211201,수,고양시,14,1044511.508412
20211201,수,고양시,15,1044692.25198
20211201,수,고양시,16,1045418.254898
20211201,수,고양시,17,1048160.92281
20211201,수,고양시,18,1053006.011764
20211201,수,고양시,19,1059429.885058
20211201,수,고양시,20,1064410.041451
20211201,수,고양시,21,1068059.740487
20211201,수,고양시,22,1069387.479912
20211201,수,고양시,23,1068485.704886
20211201,수,과천시,0,71113.3645437
20211201,수,과천시,1,71623.6932116
20211201,수,과천시,2,71648.75211269999
20211201,수,과천시,3,71943.7471519
20211201,수,과천시,4,72278.0725094
20211201,수,과천시,5,72862.7544745
20211201,수,과천시,6,75279.8638622
20211201,수,과천시,7,77442.1861933
20211201,수,과천시,8,77976.8729861
20211201,수,과천시,9,77397.7951133
20211201,수,과천시,10,76374.6446808
20211201,수,과천시,11,75953.6614584
20211201,수,과천시,12,75736.7763126
20211201,수,과천시,13,75383.74639680001
20211201,수,과천시,14,74947.5551757
20211201,수,과천시,15,74724.5089547
20211201,수,과천시,16,74582.692826
20211201,수,과천시,17,74138.2523602
20211201,수,과천시,18,73969.1182998
20211201,수,과천시,19,73290.4577466
20211201,수,과천시,20,73153.2297344
20211201,수,과천시,21,73553.6619437
20211201,수,과천시,22,74480.01108150001
20211201,수,과천시,23,74796.1303995
20211201,수,광명시,0,281036.53213
20211201,수,광명시,1,280399.428887
20211201,수,광명시,2,277783.928877
20211201,수,광명시,3,270056.251765
20211201,수,광명시,4,264163.30506600003
20211201,수,광명시,5,262660.141725
20211201,수,광명시,6,257256.047736
20211201,수,광명시,7,244102.206162
20211201,수,광명시,8,226335.420635
20211201,수,광명시,9,213475.468329
20211201,수,광명시,10,206815.199403
20211201,수,광명시,11,203391.385422
20211201,수,광명시,12,202827.476243
20211201,수,광명시,13,202354.886055
20211201,수,광명시,14,203718.79275300002
20211201,수,광명시,15,208093.66752
20211201,수,광명시,16,211818.248692
20211201,수,광명시,17,218588.407744
20211201,수,광명시,18,229078.238339
20211201,수,광명시,19,243150.930308
20211201,수,광명시,20,252212.495822
20211201,수,광명시,21,257632.866038
20211201,수,광명시,22,263136.117651
20211201,수,광명시,23,270008.997057
20211201,수,광주시,0,378082.979852
20211201,수,광주시,1,379358.638415
20211201,수,광주시,2,380555.46134
20211201,수,광주시,3,381239.794455
20211201,수,광주시,4,380984.621639
20211201,수,광주시,5,378610.807112
20211201,수,광주시,6,374033.394166
20211201,수,광주시,7,365662.227569
20211201,수,광주시,8,351019.235155
20211201,수,광주시,9,338376.766448
20211201,수,광주시,10,331813.147917
20211201,수,광주시,11,328246.590706
20211201,수,광주시,12,325128.200676
20211201,수,광주시,13,323935.699791
20211201,수,광주시,14,323811.553665
20211201,수,광주시,15,326110.788849
20211201,수,광주시,16,329324.324988
20211201,수,광주시,17,334779.463276
20211201,수,광주시,18,343185.582788
20211201,수,광주시,19,351293.454536
20211201,수,광주시,20,358050.338283
20211201,수,광주시,21,364258.138662
20211201,수,광주시,22,369711.939046
20211201,수,광주시,23,373643.397367
20211201,수,구리시,0,193707.254726
20211201,수,구리시,1,193803.413809
20211201,수,구리시,2,193872.913497
20211201,수,구리시,3,194099.058428
20211201,수,구리시,4,194288.789193
20211201,수,구리시,5,194789.661244
20211201,수,구리시,6,195574.49779700002
20211201,수,구리시,7,194526.518808
20211201,수,구리시,8,192096.811494
20211201,수,구리시,9,190047.063929
20211201,수,구리시,10,190008.83647100002
20211201,수,구리시,11,188261.451402
20211201,수,구리시,12,187433.840057
20211201,수,구리시,13,187292.963211
20211201,수,구리시,14,186925.424904
20211201,수,구리시,15,187070.401663
20211201,수,구리시,16,187264.79586399999
20211201,수,구리시,17,188492.417028
20211201,수,구리시,18,189574.825839
20211201,수,구리시,19,192230.507959
20211201,수,구리시,20,192926.818426
20211201,수,구리시,21,193199.834369
20211201,수,구리시,22,193288.247096
20211201,수,구리시,23,192844.653082
20211201,수,군포시,0,259309.313525
20211201,수,군포시,1,260516.05097
20211201,수,군포시,2,260730.28465699998
20211201,수,군포시,3,261220.384875
20211201,수,군포시,4,261022.845875
20211201,수,군포시,5,260505.381165
20211201,수,군포시,6,258109.270577
20211201,수,군포시,7,252290.893439
20211201,수,군포시,8,243743.206353
20211201,수,군포시,9,236580.406107
20211201,수,군포시,10,232710.006266
20211201,수,군포시,11,230230.826631
20211201,수,군포시,12,229250.013329
20211201,수,군포시,13,228543.810168
20211201,수,군포시,14,228606.16326
20211201,수,군포시,15,229504.93476200002
20211201,수,군포시,16,232558.942552
20211201,수,군포시,17,237126.053259
20211201,수,군포시,18,242347.546087
20211201,수,군포시,19,247699.85173
20211201,수,군포시,20,251722.572387
20211201,수,군포시,21,255442.760482
20211201,수,군포시,22,257696.390128
20211201,수,군포시,23,259452.923441
20211201,수,김포시,0,488345.129194
20211201,수,김포시,1,490780.08141
20211201,수,김포시,2,491591.663662
20211201,수,김포시,3,493320.185607
20211201,수,김포시,4,495750.898086
20211201,수,김포시,5,496364.285706
20211201,수,김포시,6,498287.09266
20211201,수,김포시,7,502400.153276
20211201,수,김포시,8,505035.48273
20211201,수,김포시,9,507816.302501
20211201,수,김포시,10,509084.401199
20211201,수,김포시,11,509889.160336
20211201,수,김포시,12,510611.385909
20211201,수,김포시,13,510896.08449
20211201,수,김포시,14,509620.044113
20211201,수,김포시,15,508316.577239
20211201,수,김포시,16,504850.521181
20211201,수,김포시,17,499961.01443
20211201,수,김포시,18,495950.7695
20211201,수,김포시,19,494440.875704
20211201,수,김포시,20,494092.88197600003
20211201,수,김포시,21,492616.855663
20211201,수,김포시,22,491839.327382
20211201,수,김포시,23,490568.642335
20211201,수,남양주시,0,715915.299149
20211201,수,남양주시,1,721060.572585
20211201,수,남양주시,2,722914.253054
20211201,수,남양주시,3,724248.41171
20211201,수,남양주시,4,724623.005779
20211201,수,남양주시,5,722906.976947
20211201,수,남양주시,6,718113.9006010001
20211201,수,남양주시,7,706807.44869
20211201,수,남양주시,8,693191.438422
20211201,수,남양주시,9,682665.007983
20211201,수,남양주시,10,676435.408261
20211201,수,남양주시,11,672118.599614
20211201,수,남양주시,12,670920.425084
20211201,수,남양주시,13,669621.631632
20211201,수,남양주시,14,669315.053491
20211201,수,남양주시,15,669872.478982
20211201,수,남양주시,16,672261.800466
20211201,수,남양주시,17,674784.374186
20211201,수,남양주시,18,680117.63687
20211201,수,남양주시,19,690590.232015
20211201,수,남양주시,20,700566.980746
20211201,수,남양주시,21,706861.908474
20211201,수,남양주시,22,713090.488287
20211201,수,남양주시,23,715527.919378
20211201,수,동두천시,0,93210.249704
20211201,수,동두천시,1,93623.629505
20211201,수,동두천시,2,93819.302849
20211201,수,동두천시,3,93925.591045
20211201,수,동두천시,4,93945.637428
20211201,수,동두천시,5,93510.673541
20211201,수,동두천시,6,92767.505537
20211201,수,동두천시,7,91427.28901400001
20211201,수,동두천시,8,89622.671702
20211201,수,동두천시,9,88391.928928
20211201,수,동두천시,10,88042.598233
20211201,수,동두천시,11,87804.04689299999
20211201,수,동두천시,12,87738.401602
20211201,수,동두천시,13,87982.309659
20211201,수,동두천시,14,87808.363111
20211201,수,동두천시,15,88164.185607
20211201,수,동두천시,16,88378.844129
20211201,수,동두천시,17,89116.961147
20211201,수,동두천시,18,90579.533326
20211201,수,동두천시,19,91872.593843
20211201,수,동두천시,20,92455.96682
20211201,수,동두천시,21,92844.6318
20211201,수,동두천시,22,92930.950526
20211201,수,동두천시,23,93133.007218
20211201,수,부천시,0,791124.934805
20211201,수,부천시,1,797641.685265
20211201,수,부천시,2,800522.556841
20211201,수,부천시,3,805914.528609
20211201,수,부천시,4,808739.248863
20211201,수,부천시,5,808502.867291
20211201,수,부천시,6,808418.421335
20211201,수,부천시,7,811689.887413
20211201,수,부천시,8,817775.163418
20211201,수,부천시,9,825638.764293
20211201,수,부천시,10,830062.829799
20211201,수,부천시,11,831702.471118
20211201,수,부천시,12,832855.267766
20211201,수,부천시,13,832794.506119
20211201,수,부천시,14,833556.469898
20211201,수,부천시,15,832215.826368
20211201,수,부천시,16,831095.421108
20211201,수,부천시,17,828187.90791
20211201,수,부천시,18,821945.847777
20211201,수,부천시,19,817960.319208
20211201,수,부천시,20,814734.517286
20211201,수,부천시,21,812278.100866
20211201,수,부천시,22,808165.109095
20211201,수,부천시,23,799458.200948
20211201,수,성남시,0,943547.896654
20211201,수,성남시,1,940030.523502
20211201,수,성남시,2,939801.357053
20211201,수,성남시,3,940836.253258
20211201,수,성남시,4,941198.8352869999
20211201,수,성남시,5,940889.989648
20211201,수,성남시,6,940630.995781
20211201,수,성남시,7,938719.041955
20211201,수,성남시,8,940828.2253780001
20211201,수,성남시,9,942520.176265
20211201,수,성남시,10,943781.0990779999
20211201,수,성남시,11,940850.18403
20211201,수,성남시,12,937595.61572
20211201,수,성남시,13,936993.277353
20211201,수,성남시,14,937778.201839
20211201,수,성남시,15,940122.3166
20211201,수,성남시,16,943001.187699
20211201,수,성남시,17,946072.438138
20211201,수,성남시,18,950779.173033
20211201,수,성남시,19,950756.671605
20211201,수,성남시,20,947186.195365
20211201,수,성남시,21,947516.414075
20211201,수,성남시,22,947209.462861
20211201,수,성남시,23,946793.40242
20211201,수,수원시,0,1186119.2572
20211201,수,수원시,1,1188644.03726
20211201,수,수원시,2,1189203.19993
20211201,수,수원시,3,1190633.38506
20211201,수,수원시,4,1191510.31002
20211201,수,수원시,5,1187709.07797
20211201,수,수원시,6,1175155.6382
20211201,수,수원시,7,1151760.43049
20211201,수,수원시,8,1133911.14552
20211201,수,수원시,9,1127034.85955
20211201,수,수원시,10,1122180.23978
20211201,수,수원시,11,1117961.16795
20211201,수,수원시,12,1115846.07795
20211201,수,수원시,13,1115831.95333
20211201,수,수원시,14,1117129.95835
20211201,수,수원시,15,1120453.48758
20211201,수,수원시,16,1126902.60833
20211201,수,수원시,17,1134673.70563
20211201,수,수원시,18,1147820.86917
20211201,수,수원시,19,1163825.08213
20211201,수,수원시,20,1174451.60332
20211201,수,수원시,21,1180777.39426
20211201,수,수원시,22,1183035.61801
20211201,수,수원시,23,1182277.66383
20211201,수,시흥시,0,521868.924114
20211201,수,시흥시,1,524884.07688
20211201,수,시흥시,2,525742.894816
20211201,수,시흥시,3,527900.052635
20211201,수,시흥시,4,530060.224744
20211201,수,시흥시,5,534527.945658
20211201,수,시흥시,6,543052.971027
20211201,수,시흥시,7,552933.270667
20211201,수,시흥시,8,560967.496152
20211201,수,시흥시,9,568578.699886
20211201,수,시흥시,10,571313.003741
20211201,수,시흥시,11,573559.52374
20211201,수,시흥시,12,575766.915447
20211201,수,시흥시,13,575278.816082
20211201,수,시흥시,14,574844.820049
20211201,수,시흥시,15,572360.287429
20211201,수,시흥시,16,569144.822573
20211201,수,시흥시,17,559749.460092
20211201,수,시흥시,18,549334.368875
20211201,수,시흥시,19,542170.708203
20211201,수,시흥시,20,534429.909703
20211201,수,시흥시,21,530313.385701
20211201,수,시흥시,22,527731.511704
20211201,수,시흥시,23,524492.663019
20211201,수,안산시,0,674544.68507
20211201,수,안산시,1,673822.628359
20211201,수,안산시,2,674658.390275
20211201,수,안산시,3,675399.248302
20211201,수,안산시,4,675656.785982
20211201,수,안산시,5,672374.116956
20211201,수,안산시,6,664696.248361
20211201,수,안산시,7,653848.174214
20211201,수,안산시,8,642538.539528
20211201,수,안산시,9,634486.513396
20211201,수,안산시,10,630191.568605
20211201,수,안산시,11,627256.511765
20211201,수,안산시,12,625597.070208
20211201,수,안산시,13,625443.925293
20211201,수,안산시,14,626220.885525
20211201,수,안산시,15,627811.426743
20211201,수,안산시,16,631169.132846
20211201,수,안산시,17,637717.201146
20211201,수,안산시,18,645321.359915
20211201,수,안산시,19,653778.127076
20211201,수,안산시,20,660674.151546
20211201,수,안산시,21,666338.599603
20211201,수,안산시,22,670910.674008
20211201,수,안산시,23,674480.731071
20211201,수,안성시,0,203983.230966
20211201,수,안성시,1,203756.150299
20211201,수,안성시,2,204205.584553
20211201,수,안성시,3,204537.210009
20211201,수,안성시,4,204653.028103
20211201,수,안성시,5,204560.765105
20211201,수,안성시,6,204792.257307
20211201,수,안성시,7,206582.492322
20211201,수,안성시,8,208356.773381
20211201,수,안성시,9,209870.732787
20211201,수,안성시,10,210695.310829
20211201,수,안성시,11,210953.339037
20211201,수,안성시,12,211832.044688
20211201,수,안성시,13,211214.930019
20211201,수,안성시,14,210677.590449
20211201,수,안성시,15,210446.569338
20211201,수,안성시,16,210143.361623
20211201,수,안성시,17,208810.977534
20211201,수,안성시,18,206183.681147
20211201,수,안성시,19,203857.04789400002
20211201,수,안성시,20,203856.11398
20211201,수,안성시,21,203356.818512
20211201,수,안성시,22,203280.080429
20211201,수,안성시,23,204287.870772
20211201,수,안양시,0,538758.621748
20211201,수,안양시,1,540064.838246
20211201,수,안양시,2,542078.163161
20211201,수,안양시,3,544602.397875
20211201,수,안양시,4,546532.434547
20211201,수,안양시,5,546173.863241
20211201,수,안양시,6,541919.86674
20211201,수,안양시,7,535675.685255
20211201,수,안양시,8,532768.114739
20211201,수,안양시,9,531374.335451
20211201,수,안양시,10,530692.119151
20211201,수,안양시,11,529685.144975
20211201,수,안양시,12,528301.269088
20211201,수,안양시,13,528063.095073
20211201,수,안양시,14,527758.420561
20211201,수,안양시,15,528432.750128
20211201,수,안양시,16,531823.355299
20211201,수,안양시,17,534476.0765269999
20211201,수,안양시,18,538853.587784
20211201,수,안양시,19,542767.292963
20211201,수,안양시,20,544375.808955
20211201,수,안양시,21,544516.969435
20211201,수,안양시,22,543170.50731
20211201,수,안양시,23,539609.346011
20211201,수,양주시,0,236774.22436
20211201,수,양주시,1,238002.944771
20211201,수,양주시,2,238483.389981
20211201,수,양주시,3,238799.232085
20211201,수,양주시,4,239117.189975
20211201,수,양주시,5,239325.658588
20211201,수,양주시,6,240692.000142
20211201,수,양주시,7,242658.52377
20211201,수,양주시,8,242706.453243
20211201,수,양주시,9,242321.175075
20211201,수,양주시,10,241619.7462
20211201,수,양주시,11,241623.398016
20211201,수,양주시,12,241725.5931
20211201,수,양주시,13,241046.580647
20211201,수,양주시,14,240841.130351
20211201,수,양주시,15,240076.84579300001
20211201,수,양주시,16,239653.645215
20211201,수,양주시,17,239652.29939
20211201,수,양주시,18,238959.751635
20211201,수,양주시,19,238092.080626
20211201,수,양주시,20,238296.657249
20211201,수,양주시,21,237041.211377
20211201,수,양주시,22,236292.263206
20211201,수,양주시,23,236443.59707
20211201,수,양평군,0,115686.8464152
20211201,수,양평군,1,116114.9548308
20211201,수,양평군,2,116276.9048125
20211201,수,양평군,3,116610.5969599
20211201,수,양평군,4,116772.6785796
20211201,수,양평군,5,117111.6472276
20211201,수,양평군,6,118194.5706468
20211201,수,양평군,7,119486.4928809
20211201,수,양평군,8,120156.3425439
20211201,수,양평군,9,120341.6979948
20211201,수,양평군,10,121455.61428020001
20211201,수,양평군,11,122393.0946342
20211201,수,양평군,12,122721.3356698
20211201,수,양평군,13,123003.9279911
20211201,수,양평군,14,122446.8930848
20211201,수,양평군,15,121706.8060282
20211201,수,양평군,16,120916.3664123
20211201,수,양평군,17,119487.47583350001
20211201,수,양평군,18,118640.2919465
20211201,수,양평군,19,118465.760388
20211201,수,양평군,20,118394.5768779
20211201,수,양평군,21,117823.476953
20211201,수,양평군,22,117644.2636916
20211201,수,양평군,23,117578.0425736
20211201,수,여주시,0,113854.0432076
20211201,수,여주시,1,113405.0175119
20211201,수,여주시,2,113651.8809009
20211201,수,여주시,3,113887.1771923
20211201,수,여주시,4,113845.1400765
20211201,수,여주시,5,113722.5637194
20211201,수,여주시,6,114319.6037701
20211201,수,여주시,7,115499.6168059
20211201,수,여주시,8,116348.1037367
20211201,수,여주시,9,117891.534498
20211201,수,여주시,10,118707.089526
20211201,수,여주시,11,119347.65621100001
20211201,수,여주시,12,120121.714335
20211201,수,여주시,13,119625.868389
20211201,수,여주시,14,119805.950146
20211201,수,여주시,15,119645.096609
20211201,수,여주시,16,118325.813778
20211201,수,여주시,17,116845.120063
20211201,수,여주시,18,115816.1187982
20211201,수,여주시,19,115212.0010807
20211201,수,여주시,20,114857.4094993
20211201,수,여주시,21,114241.11017300001
20211201,수,여주시,22,114104.2501522
20211201,수,여주시,23,114244.3189487
20211201,수,연천군,0,43864.2481713
20211201,수,연천군,1,43816.6391868
20211201,수,연천군,2,43755.022031
20211201,수,연천군,3,43730.5655347
20211201,수,연천군,4,43725.1355031
20211201,수,연천군,5,43751.6031055
20211201,수,연천군,6,43985.4733909
20211201,수,연천군,7,44435.5508145
20211201,수,연천군,8,45195.5495862
20211201,수,연천군,9,45629.3985235
20211201,수,연천군,10,45846.0862564
20211201,수,연천군,11,46024.1011981
20211201,수,연천군,12,46429.3132378
20211201,수,연천군,13,46632.7438925
20211201,수,연천군,14,46392.5000183
20211201,수,연천군,15,46201.3111603
20211201,수,연천군,16,46000.387603099996
20211201,수,연천군,17,47788.7328078
20211201,수,연천군,18,49478.2722559
20211201,수,연천군,19,49468.7062791
20211201,수,연천군,20,49105.5759577
20211201,수,연천군,21,45354.668910399996
20211201,수,연천군,22,43922.3064945
20211201,수,연천군,23,44025.3806323
20211201,수,오산시,0,234742.752545
20211201,수,오산시,1,234912.230883
20211201,수,오산시,2,234938.189129
20211201,수,오산시,3,235240.36927
20211201,수,오산시,4,235009.824658
20211201,수,오산시,5,234353.828977
20211201,수,오산시,6,233053.208247
20211201,수,오산시,7,230233.386303
20211201,수,오산시,8,222698.540382
20211201,수,오산시,9,218837.48825
20211201,수,오산시,10,216446.289056
20211201,수,오산시,11,215597.66044099999
20211201,수,오산시,12,215747.350285
20211201,수,오산시,13,215184.731565
20211201,수,오산시,14,215312.346471
20211201,수,오산시,15,216163.195657
20211201,수,오산시,16,218592.63548
20211201,수,오산시,17,223787.97067399998
20211201,수,오산시,18,228841.396015
20211201,수,오산시,19,231899.754861
20211201,수,오산시,20,233890.429268
20211201,수,오산시,21,235046.374893
20211201,수,오산시,22,235606.039149
20211201,수,오산시,23,235543.13187800001
20211201,수,용인시,0,1071488.03347
20211201,수,용인시,1,1071289.19501
20211201,수,용인시,2,1073206.6168499999
20211201,수,용인시,3,1073870.54726
20211201,수,용인시,4,1074245.1473
20211201,수,용인시,5,1075060.53966
20211201,수,용인시,6,1073085.67373
20211201,수,용인시,7,1064584.98751
20211201,수,용인시,8,1044409.07822
20211201,수,용인시,9,1023084.88515
20211201,수,용인시,10,1010105.36203
20211201,수,용인시,11,1004455.59854
20211201,수,용인시,12,999847.90826
20211201,수,용인시,13,997766.68852
20211201,수,용인시,14,996854.21462
20211201,수,용인시,15,997644.85289
20211201,수,용인시,16,1000851.33857
20211201,수,용인시,17,1007705.31631
20211201,수,용인시,18,1015245.89508
20211201,수,용인시,19,1026469.31516
20211201,수,용인시,20,1037661.2657
20211201,수,용인시,21,1048323.30544
20211201,수,용인시,22,1060053.21076
20211201,수,용인시,23,1069633.60062
20211201,수,의왕시,0,182328.7778
20211201,수,의왕시,1,181195.305305
20211201,수,의왕시,2,181185.16697
20211201,수,의왕시,3,181508.422487
20211201,수,의왕시,4,181805.011529
20211201,수,의왕시,5,182338.849188
20211201,수,의왕시,6,183525.088237
20211201,수,의왕시,7,183538.117567
20211201,수,의왕시,8,180499.18425
20211201,수,의왕시,9,177392.334222
20211201,수,의왕시,10,174060.520366
20211201,수,의왕시,11,172979.249164
20211201,수,의왕시,12,172880.23611600001
20211201,수,의왕시,13,172401.76464
20211201,수,의왕시,14,171416.70571799998
20211201,수,의왕시,15,170929.095667
20211201,수,의왕시,16,170789.171559
20211201,수,의왕시,17,170695.355991
20211201,수,의왕시,18,172947.235295
20211201,수,의왕시,19,173664.46346600002
20211201,수,의왕시,20,174464.698555
20211201,수,의왕시,21,175930.83364
20211201,수,의왕시,22,178628.691203
20211201,수,의왕시,23,181448.505212
20211201,수,의정부시,0,456952.285813
20211201,수,의정부시,1,459205.89996
20211201,수,의정부시,2,460015.306047
20211201,수,의정부시,3,460591.860399
20211201,수,의정부시,4,460399.583425
20211201,수,의정부시,5,459003.370775
20211201,수,의정부시,6,454705.801017
20211201,수,의정부시,7,445192.135641
20211201,수,의정부시,8,433221.458025
20211201,수,의정부시,9,426671.907044
20211201,수,의정부시,10,422790.394623
20211201,수,의정부시,11,420533.608788
20211201,수,의정부시,12,418682.541266
20211201,수,의정부시,13,418903.601292
20211201,수,의정부시,14,419467.889088
20211201,수,의정부시,15,420994.31647900003
20211201,수,의정부시,16,423172.852562
20211201,수,의정부시,17,427335.251388
20211201,수,의정부시,18,434098.915677
20211201,수,의정부시,19,442791.793222
20211201,수,의정부시,20,448725.91551
20211201,수,의정부시,21,452866.738462
20211201,수,의정부시,22,455421.148385
20211201,수,의정부시,23,456266.142227
20211201,수,이천시,0,236523.809468
20211201,수,이천시,1,235613.849061
20211201,수,이천시,2,235475.696719
20211201,수,이천시,3,235838.065381
20211201,수,이천시,4,236075.007721
20211201,수,이천시,5,236241.559426
20211201,수,이천시,6,238599.67128
20211201,수,이천시,7,242146.868975
20211201,수,이천시,8,246406.898265
20211201,수,이천시,9,249046.84192
20211201,수,이천시,10,249932.881495
20211201,수,이천시,11,250317.519399
20211201,수,이천시,12,251832.068412
20211201,수,이천시,13,251985.76621
20211201,수,이천시,14,251314.703228
20211201,수,이천시,15,250238.217371
20211201,수,이천시,16,248840.710835
20211201,수,이천시,17,246401.065669
20211201,수,이천시,18,243746.447249
20211201,수,이천시,19,241263.081004
20211201,수,이천시,20,240000.438159
20211201,수,이천시,21,238349.044755
20211201,수,이천시,22,237536.316236
20211201,수,이천시,23,237833.467916
20211201,수,파주시,0,496229.581753
20211201,수,파주시,1,497734.338581
20211201,수,파주시,2,498559.867506
20211201,수,파주시,3,499234.415538
20211201,수,파주시,4,499240.569245
20211201,수,파주시,5,498871.397761
20211201,수,파주시,6,500347.241371
20211201,수,파주시,7,507180.526512
20211201,수,파주시,8,513554.989362
20211201,수,파주시,9,514644.76585799997
20211201,수,파주시,10,515084.313365
20211201,수,파주시,11,515295.333333
20211201,수,파주시,12,516166.90993799997
20211201,수,파주시,13,515768.589867
20211201,수,파주시,14,515012.30602
20211201,수,파주시,15,513890.992554
20211201,수,파주시,16,511280.290017
20211201,수,파주시,17,509283.674328
20211201,수,파주시,18,506057.325529
20211201,수,파주시,19,503261.6518
20211201,수,파주시,20,502534.735782
20211201,수,파주시,21,498132.433663
20211201,수,파주시,22,496519.761684
20211201,수,파주시,23,497196.40252299997
20211201,수,평택시,0,609826.398793
20211201,수,평택시,1,608500.869266
20211201,수,평택시,2,608908.021746
20211201,수,평택시,3,610171.967734
20211201,수,평택시,4,611260.036994
20211201,수,평택시,5,613209.848769
20211201,수,평택시,6,618258.246683
20211201,수,평택시,7,628103.644114
20211201,수,평택시,8,632754.313755
20211201,수,평택시,9,634340.653059
20211201,수,평택시,10,634388.868575
20211201,수,평택시,11,634375.746028
20211201,수,평택시,12,633330.676089
20211201,수,평택시,13,633419.691122
20211201,수,평택시,14,633190.303908
20211201,수,평택시,15,631514.794328
20211201,수,평택시,16,629751.400651
20211201,수,평택시,17,622928.565153
20211201,수,평택시,18,616908.063881
20211201,수,평택시,19,614091.350498
20211201,수,평택시,20,611563.751514
20211201,수,평택시,21,611715.431199
20211201,수,평택시,22,611708.901571
20211201,수,평택시,23,613263.295224
20211201,수,포천시,0,150849.296592
20211201,수,포천시,1,150959.512491
20211201,수,포천시,2,151132.60649
20211201,수,포천시,3,151355.923174
20211201,수,포천시,4,151551.345652
20211201,수,포천시,5,151844.973672
20211201,수,포천시,6,153130.773752
20211201,수,포천시,7,157655.404818
20211201,수,포천시,8,164059.721728
20211201,수,포천시,9,167776.525337
20211201,수,포천시,10,169566.344298
20211201,수,포천시,11,170701.704443
20211201,수,포천시,12,171593.121004
20211201,수,포천시,13,171824.11505
20211201,수,포천시,14,171585.08731
20211201,수,포천시,15,170663.203225
20211201,수,포천시,16,168446.311821
20211201,수,포천시,17,165691.704814
20211201,수,포천시,18,162520.40929799998
20211201,수,포천시,19,158194.340305
20211201,수,포천시,20,156741.793582
20211201,수,포천시,21,153360.499095
20211201,수,포천시,22,151508.220199
20211201,수,포천시,23,151415.773027
20211201,수,하남시,0,313823.53267
20211201,수,하남시,1,315659.69272
20211201,수,하남시,2,316355.135554
20211201,수,하남시,3,316589.887722
20211201,수,하남시,4,317306.754106
20211201,수,하남시,5,318292.188406
20211201,수,하남시,6,320018.407011
20211201,수,하남시,7,318679.983755
20211201,수,하남시,8,314388.688896
20211201,수,하남시,9,311167.643461
20211201,수,하남시,10,310532.759031
20211201,수,하남시,11,311356.729725
20211201,수,하남시,12,311961.610459
20211201,수,하남시,13,311928.524411
20211201,수,하남시,14,311385.902278
20211201,수,하남시,15,311392.74342
20211201,수,하남시,16,311310.64572000003
20211201,수,하남시,17,309615.08589
20211201,수,하남시,18,307980.127419
20211201,수,하남시,19,308933.001183
20211201,수,하남시,20,309977.562767
20211201,수,하남시,21,311075.20354
20211201,수,하남시,22,312911.452735
20211201,수,하남시,23,313582.88696
20211201,수,화성시,0,914209.83739
20211201,수,화성시,1,910256.19617
20211201,수,화성시,2,911384.08913
20211201,수,화성시,3,913467.19209
20211201,수,화성시,4,914616.72479
20211201,수,화성시,5,916930.77859
20211201,수,화성시,6,927300.8685
20211201,수,화성시,7,935845.31704
20211201,수,화성시,8,935706.00136
20211201,수,화성시,9,937271.46311
20211201,수,화성시,10,936123.13676
20211201,수,화성시,11,935852.99433
20211201,수,화성시,12,935685.8394599999
20211201,수,화성시,13,934963.41753
20211201,수,화성시,14,932465.8119600001
20211201,수,화성시,15,930705.20725
20211201,수,화성시,16,927339.53446
20211201,수,화성시,17,920715.17611
20211201,수,화성시,18,913359.05523
20211201,수,화성시,19,909500.85759
20211201,수,화성시,20,908809.29481
20211201,수,화성시,21,907952.00459
20211201,수,화성시,22,909400.43836
20211201,수,화성시,23,912473.14108
20211202,목,가평군,0,62767.1413562
20211202,목,가평군,1,62017.1877908
20211202,목,가평군,2,60734.1800958
20211202,목,가평군,3,65206.1842578
20211202,목,가평군,4,59199.0429394
20211202,목,가평군,5,59071.2448625
20211202,목,가평군,6,59422.5442737
20211202,목,가평군,7,60774.3636078
20211202,목,가평군,8,61430.7789902
20211202,목,가평군,9,61658.9783092
20211202,목,가평군,10,61836.0654471
