시군명,기준년월,신규가입자,월별충전액,월별사용액,가맹점수,총인구수,생활인구수,20~29세,30~39세,40~49세,50~59세,60세 이상
파주시,2023-01,4338.0,17103,13137,15986,495480,510787,58749,69505,84715,80292,108328
평택시,2023-12,2634.0,18357,14681,20599,591022,627320,76968,92619,100863,98139,117794
평택시,2023-11,2442.0,14060,14993,20599,590185,627320,77117,92336,100969,97587,117586
평택시,2023-10,3253.0,15078,15983,20599,589407,627320,77330,92140,100932,97046,117433
평택시,2023-09,3627.0,20494,16656,20599,588380,627320,77408,91845,100868,96759,117008
평택시,2023-08,2535.0,11391,12530,20599,587611,627320,77444,91587,100870,96486,116611
평택시,2023-07,2492.0,12871,13916,20599,587093,627320,77656,91331,100833,96283,116266
평택시,2023-06,3605.0,13461,16769,20599,586145,627320,77849,90906,100801,95986,115761
평택시,2023-05,8229.0,17996,22458,20599,584986,627320,77801,90604,100672,95674,115399
평택시,2023-04,43823.0,25998,26900,20599,584126,627320,77766,90440,100678,95385,114965
평택시,2023-03,29088.0,14472,15497,20599,583029,627320,77663,90132,100773,95209,114344
평택시,2023-02,4355.0,16356,13678,20599,581524,627320,77557,89701,100732,94882,113780
평택시,2023-01,4799.0,15485,15832,20599,580011,627320,77753,89493,100247,94590,113222
포천시,2023-12,765.0,5334,2330,6566,143323,171992,16074,13767,17319,27974,51044
포천시,2023-11,781.0,2611,2322,6566,143510,171992,16120,13797,17416,27924,50987
포천시,2023-10,857.0,2761,2337,6566,143690,171992,16171,13813,17549,27902,50947
포천시,2023-09,972.0,2832,1978,6566,143880,171992,16217,13830,17617,27944,50854
포천시,2023-08,723.0,4172,1802,6566,143974,171992,16264,13837,17711,27964,50709
포천시,2023-07,621.0,2252,1980,6566,144158,171992,16390,13843,17766,28018,50579
포천시,2023-06,720.0,2150,2135,6566,144397,171992,16460,13880,17896,28043,50410
포천시,2023-05,877.0,4489,2418,6566,144922,171992,16607,13976,18022,28163,50281
포천시,2023-04,1044.0,3305,3123,6566,145373,171992,16714,14061,18212,28184,50200
포천시,2023-03,876.0,2920,3273,6566,145614,171992,16801,14075,18350,28315,49935
포천시,2023-02,1073.0,3094,2912,6566,145927,171992,16923,14137,18477,28398,49675
포천시,2023-01,976.0,2739,3018,6566,146374,171992,17039,14305,18560,28452,49492
하남시,2023-12,1664.0,14814,13838,9206,329861,304452,35977,51573,61110,48250,70493
하남시,2023-11,1785.0,14647,13667,9206,329822,304452,36032,51677,61166,48091,70333
하남시,2023-10,2456.0,12682,11979,9206,329559,304452,36075,51745,61113,47894,70203
하남시,2023-09,3388.0,12991,11833,9206,329559,304452,4623,5159,5504,6905,9302
하남시,2023-08,2409.0,9442,8931,9206,329559,304452,4639,5165,5540,6906,9251
하남시,2023-07,2107.0,10231,9659,9206,329559,304452,4664,5168,5564,6907,9201
하남시,2023-06,1594.0,9574,10118,9206,327589,304452,36266,51890,60487,47472,69238
하남시,2023-05,1832.0,10844,11053,9206,327255,304452,36340,51933,60389,47358,68996
하남시,2023-04,2359.0,10580,11139,9206,326913,304452,36388,51937,60346,47215,68734
하남시,2023-03,2354.0,10882,11829,9206,326768,304452,36464,51949,60308,47265,68439
하남시,2023-02,2752.0,10200,19231,9206,326704,304452,36618,52010,60229,47246,68176
하남시,2023-01,4396.0,14806,12889,9206,326496,304452,36798,52262,59994,47086,67856
화성시,2023-12,5854.0,17891,24971,27663,944342,919545,110981,155558,183476,138446,150706
화성시,2023-11,6808.0,34953,32898,27663,941489,919545,110779,155213,183260,137311,149846
화성시,2023-10,7667.0,37117,38199,27663,939302,919545,110879,155009,182965,136303,149242
화성시,2023-09,7792.0,40559,36188,27663,937189,919545,110749,154707,182671,135630,148406
화성시,2023-08,7804.0,34116,35008,27663,934287,919545,110802,153985,182181,135008,147582
화성시,2023-07,8026.0,36869,36480,27663,932626,919545,110757,153676,181999,134524,146856
화성시,2023-06,7821.0,36797,36269,27663,930603,919545,110731,153271,181744,133992,146057
화성시,2023-05,6717.0,35058,37413,27663,928550,919545,110625,153118,181286,133438,145333
화성시,2023-04,8440.0,35557,35525,27663,925186,919545,110518,152265,180984,132479,144507
화성시,2023-03,9111.0,35906,36982,27663,922231,919545,110109,151668,180807,131884,143344
화성시,2023-02,7829.0,30162,33325,27663,918865,919545,109856,150834,180450,131143,142350
화성시,2023-01,7038.0,29534,35112,27663,914500,919545,109773,150480,179194,130278,141374
