출발지코드,도착지코드,종합 유입인구
의정부시,양주시,21878.156666666666
의정부시,양평군,673.9908333333333
의정부시,여주시,279.9066666666667
의정부시,연천군,1699.005
의정부시,오산시,153.66666666666666
의정부시,용인시,1121.9675
의정부시,의왕시,138.83416666666668
의정부시,의정부시,411382.72833333333
의정부시,이천시,511.2833333333333
의정부시,파주시,2658.06
의정부시,평택시,428.7366666666667
의정부시,포천시,13948.673333333334
의정부시,하남시,1319.845
의정부시,화성시,783.3008333333333
이천시,가평군,249.98
이천시,고양시,441.6525
이천시,과천시,67.60416666666667
이천시,광명시,168.10583333333332
이천시,광주시,3625.2183333333337
이천시,구리시,165.14666666666668
이천시,군포시,177.94000000000003
이천시,김포시,199.3708333333333
이천시,남양주시,547.9783333333334
이천시,동두천시,41.0575
이천시,부천시,411.06500000000005
이천시,성남시,2413.221666666667
이천시,수원시,1318.2225
이천시,시흥시,330.5058333333333
이천시,안산시,492.78
이천시,안성시,1369.5625
이천시,안양시,388.0158333333333
이천시,양주시,151.77333333333334
이천시,양평군,850.8666666666667
이천시,여주시,7007.2425
이천시,연천군,35.995
이천시,오산시,187.20833333333334
이천시,용인시,3465.3391666666666
이천시,의왕시,118.88666666666667
이천시,의정부시,258.06
이천시,이천시,202666.64500000002
이천시,파주시,222.00833333333333
이천시,평택시,551.0391666666666
이천시,포천시,161.35333333333332
이천시,하남시,555.8733333333333
이천시,화성시,879.1991666666667
파주시,가평군,504.2208333333333
파주시,고양시,47623.5075
파주시,과천시,125.91583333333334
파주시,광명시,401.4483333333333
파주시,광주시,427.075
파주시,구리시,240.16833333333332
파주시,군포시,224.43583333333333
파주시,김포시,3254.3333333333335
파주시,남양주시,1024.4658333333334
파주시,동두천시,515.0716666666666
파주시,부천시,1491.04
파주시,성남시,852.015
파주시,수원시,852.1791666666667
파주시,시흥시,668.3091666666667
파주시,안산시,684.0083333333333
파주시,안성시,239.52416666666667
파주시,안양시,601.6
파주시,양주시,2654.14
파주시,양평군,336.865
파주시,여주시,200.405
파주시,연천군,1858.2299999999998
파주시,오산시,177.09416666666667
파주시,용인시,905.31
파주시,의왕시,145.01166666666668
파주시,의정부시,1284.9933333333333
파주시,이천시,337.1333333333334
파주시,파주시,405712.7833333334
파주시,평택시,469.60083333333336
파주시,포천시,997.3691666666667
파주시,하남시,370.3358333333333
파주시,화성시,823.5808333333333
평택시,가평군,323.21083333333337
평택시,고양시,810.6300000000001
평택시,과천시,152.685
평택시,광명시,474.1025
평택시,광주시,580.1791666666667
평택시,구리시,180.1425
평택시,군포시,565.9391666666667
평택시,김포시,442.3
평택시,남양주시,585.8875
평택시,동두천시,113.68833333333333
평택시,부천시,900.6108333333333
평택시,성남시,1639.36
평택시,수원시,5983.6525
평택시,시흥시,920.9566666666666
평택시,안산시,1611.5349999999999
