시군명,기준년월,신규가입자수,충전액,사용액,누적가입자수,가입자수당충전액,가입자수당사용액,전달 대비 충전액,전달 대비 사용액,총인구수,인센티브,월지급한도,가맹점수,인구수당충전액
하남시,2023-09,3388,12991,11833,259883,49987,45532,3549,2902,329559,0.1,20000,9206,39419
하남시,2023-10,2456,12682,11979,262339,48342,45662,-309,146,329559,0.06,24000,9206,38481
하남시,2023-11,1785,14647,13667,264124,55455,51744,1965,1688,329822,0.07,49000,9206,44408
하남시,2023-12,1664,14814,13838,265788,55736,52064,167,171,329861,0.07,49000,9206,44909
화성시,2023-01,7038,29534,35112,699740,42207,50178,-15012,-2438,914500,0.1,30000,27663,32295
화성시,2023-02,7829,30162,33325,707569,42627,47097,628,-1787,918865,0.1,30000,27663,32825
화성시,2023-03,9111,35906,36982,716680,50100,51601,5744,3657,922231,0.1,30000,27663,38933
화성시,2023-04,8440,35557,35525,725120,49036,48991,-349,-1457,925186,0.1,30000,27663,38432
화성시,2023-05,6717,35058,37413,731837,47904,51122,-499,1888,928550,0.1,30000,27663,37755
화성시,2023-06,7821,36797,36269,739658,49748,49034,1739,-1144,930603,0.1,30000,27663,39541
화성시,2023-07,8026,36869,36480,747684,49310,48790,72,211,932626,0.1,30000,27663,39532
화성시,2023-08,7804,34116,35008,755488,45157,46338,-2753,-1472,934287,0.1,30000,27663,36515
화성시,2023-09,7792,40559,36188,763280,53137,47411,6443,1180,937189,0.1,30000,27663,43277
화성시,2023-10,7667,37117,38199,770947,48144,49548,-3442,2011,939302,0.1,30000,27663,39515
화성시,2023-11,6808,34953,32898,777755,44940,42298,-2164,-5301,941489,0.1,30000,27663,37125
