merchant,user_name,user_rank,num_response,user_star,time,rating,content
리얼이스케이프챌린지,진짜 맛있거나 별로면 올림,20,74,2.5,2023.07.14.,1.0,...
리얼이스케이프챌린지,행복한대한민구기,4,2,3.0,2023.01.05.,1.0,너무하네요 이가격에..
리얼이스케이프챌린지,빵다람쥐🐿,42,243,3.9,2022.06.23.,4.0,구미호 했는데 너무 쉬운 테마였어요 ㅎㅎ 초보분들에게 추천드려요. 1세대 방탈출 느낌으로 직관적이고 너무 머리 아프지도 않아요. 가볍게 즐기기 좋습니다. 더 어려운거 해 볼 걸 그랬네요~
리얼이스케이프챌린지,맛덕,20,30,3.7,2022.02.21.,3.0,"아르바이트 방 공포 컨셉과 방 안에 있는 시체, 트릭들은 훌륭함. 그러나 퍼즐 푸는 중 시약통에 있는 파란색과 초록색이 구분이 되지 않아 15분 정도 지체 되어 진행이 안 됨. 그리고 방 안이 어두운데 손전등이 벽에 묶여있어 시종일관 불편함 속에서 게임을 진행함. 시약 안의 파란색은 꼭 시정해주세요."
리얼이스케이프챌린지,오늘의커피,2,2,3.0,2021.08.15.,1.0,
리얼이스케이프챌린지,계현맵,4,8,3.0,2020.12.19.,3.0,
리얼이스케이프챌린지,권다영,1,1,5.0,2018.05.07.,5.0,
마녀주방 홍대점,ㅇㅅㅇ,8,7,4.9,2024.03.16.,5.0,특유의 분위기도 좋고 맛있는데 웨이팅 진짜 깁니다ㅜㅜ 평일에 가시는 거 추천드려요!
마녀주방 홍대점,빵기록집,7,8,4.1,2024.02.17.,5.0,맛도리 미쳤다❤️너무 맛나게 잘 먹었습니다!간만에 홍대 맛집 성공🫶
마녀주방 홍대점,JY,10,10,3.3,2024.02.12.,2.0,- 맛이 없진 않지만 기성품 맛입니다.- 웨이팅 엄청 오래 걸립니다. (매장 내 테이블 총 16개)- 대체로 친절하지 않은 분위기입니다. (물 달라고 말 안하면 안 줍니다)
마녀주방 홍대점,지우개,4,11,4.1,2024.01.10.,4.0,
마녀주방 홍대점,장소연,3,2,3.5,2024.01.07.,2.0,음식 너무 늦게 나옴;; 피자는 맛있었음
마녀주방 홍대점,리노,13,151,5.0,2024.01.06.,5.0,
마녀주방 홍대점,휘바휘바,9,12,4.3,2023.12.15.,4.0,분위기 독특해서 한번쯤 가볼만한 곳. 맛도 괜찮음
마녀주방 홍대점,리나,8,23,4.9,2023.12.02.,5.0,언니항 같이 갔는데 맛있어요12.2)저번주에 또 갔다 왔는데 맛있었어요😋
마녀주방 홍대점,♥아름♥,1,1,5.0,2023.11.17.,5.0,
마녀주방 홍대점,HyeJung,2,2,1.0,2023.11.06.,1.0,맛없음
마녀주방 홍대점,음식에진심인편,23,42,3.6,2023.11.01.,3.0,맛있고 컨셉 확실해서 보는 재미가 있었어요근데 파스타 양이 적어서 가성비 있지는 않았어요후기에 왜 다들 양이 많다 그러는지 모르겠어요 제가 하루에 한끼 많아야 두끼 먹는 소식좌인데.. 파스타랑 음료수 먹고 배부르게 먹기까지는 좀 부족하다 느꼈어요그래도 맛은 있었어요+) 10월 30일 경 혜화 마녀주방 가봤는데 퀄리티가 훨씬 좋음..  점바점이란게 이런 말이구나..
마녀주방 홍대점,뭐야,13,23,3.5,2023.10.25.,5.0,너무 맛있어용! 음식이 너무 귀여움
마녀주방 홍대점,미숙,2,3,3.3,2023.10.08.,3.0,
마녀주방 홍대점,아기볶음밥,6,8,4.9,2023.09.26.,5.0,맛도 있고 분위기도 정말 최고였어요~ 다만 테이블간 거리가 너무 좁아서 진지한 이야기는 삼가하시는게...
마녀주방 홍대점,ㅎㅁ,7,15,3.7,2023.09.11.,1.0,평점 조작하는 거 같은데 개별로임
마녀주방 홍대점,전사의 긍지,34,234,4.1,2023.08.22.,4.0,Not bad~!
마녀주방 홍대점,mjk,6,16,5.0,2023.08.17.,5.0,아이들데려오기 좋아요 양도많고 맛있어요
마녀주방 홍대점,곽정원,19,21,4.0,2023.07.24.,5.0,분위기 특이하고 가성비 좋은 맛집. 비스마르크 피자 존맛에 논알콜 칵테일 링거는 국룰
마녀주방 홍대점,허재준,2,4,5.0,2023.05.08.,5.0,
마녀주방 홍대점,해피릴리,9,7,4.3,2023.05.05.,5.0,컨셉도 확실하고 음식도 맛있어서 두번째 방문인데 서울가면 또 가고 싶은 곳이에요~
마녀주방 홍대점,만듀만듀,21,26,3.8,2023.04.10.,5.0,강남점 갔다가 음식에 반하고 홍대에서 자주 먹었던 양식맛집! 마녀주방 컨셉이 할로윈이랑 잘 맞아서 할로윈때 방문했는데 웨이팅줄이 어마어마하게 있었어요
마녀주방 홍대점,리뷰,5,5,2.6,2023.02.02.,1.0,오후6시 근무서는 염색머리 여자 카운터싸가지가 왜이렇게 없나요?저번에 왔을 때도 싸가지 없었는데 여전히 없네요이 알바생 왜쓰나요?갈 때마다 웨이팅 5명 이내인데 1시간 반 걸린다고 합니다;손님 받기 싫어서 그러나요?오래 걸린다길래 멀리 가있으면 20분도 안되서 전화하고전화 금방 끊겨서 1분 지나서 바로 다시 전화하니까'전화 안 받으면 취소된다고 했잖아요'이렇게 말하네요?가고 있는데 안되냐 하니 다시 예약하라네요손님 있는데 핸드폰이나 쳐다보고 있고알바비 안 받는 거면 이해하겠습니다.
마녀주방 홍대점,•_•,30,114,4.1,2023.01.09.,5.0,맛있어요
마녀주방 홍대점,ELT,27,100,3.5,2022.12.25.,1.0,접객 좀 매너있게 해요. 밀키트같은 퀄리티 팔면서 쌍방 기본적인 건 좀 지킵시다.
마녀주방 홍대점,맛집만 노리는 검은 복면,36,209,3.7,2022.09.21.,3.0,무난무난홍대 주변에 워낙 맛있는 파스타집이 많아서 여기 보다는 다른 데 갈 듯
마녀주방 홍대점,소진용,22,112,4.6,2022.08.11.,4.0,양도 푸짐하고 맛있게 잘 먹었어요
마녀주방 홍대점,2021년부터,41,355,2.8,2022.08.07.,5.0,토마토파스타가 매콤하니 맛있어요.
마녀주방 홍대점,수빈,19,20,4.2,2022.08.05.,5.0,마녀 주방은 진짜 홍대점이다ㅜㅠ 3번 넘게 간 것 같은데 갈 때마다 맛있음ㅠㅠ
마녀주방 홍대점,하현,11,10,4.7,2022.08.04.,4.0,맛은 무난하고 생각보다 양이 푸짐해서 놀랐어요. 사람이 많은 시간에는 대기해야해서 예약하는게 좋을 듯 해요.
마녀주방 홍대점,임창준,22,63,3.2,2021.12.21.,1.0,옛날에 갔었는데 엄청 평범한 집이 컨셉질한다고 보시면 됩니다 주변이랑 비교하면 굳이 갈만하진 않아요2~3점 주려다 댓글알바 쓰는 것 같아서 1점 줌
마녀주방 홍대점,🌙,16,31,4.5,2021.12.20.,4.0,음식도 맛있고 분위기나 인테리어도 가볍게 가기에 좋았어요!
마녀주방 홍대점,희야,29,218,4.6,2021.11.05.,3.0,굿굿
마녀주방 홍대점,왜갑자기나아이디다시만들어야하냐고아ㅡㅡ,24,88,3.1,2021.10.05.,5.0,생각보다 너무 마싯고 재미뜸
마녀주방 홍대점,콩콩,25,105,4.1,2021.08.12.,3.0,"생각보다 저렴해서 가성비 좋은 곳. 음식 맛도 꽤 괜찮고, 여럿이서 나눠 먹고 사진 남기기 좋아요."
마녀주방 홍대점,별별,26,178,4.5,2021.06.30.,3.0,그냥 저냥 ㅎㅎ
마녀주방 홍대점,또로,3,2,3.5,2021.06.26.,2.0,아이들 놀이터로는 좋으나음식은... 좀저렴한가격같네여
마녀주방 홍대점,.,13,29,2.7,2021.06.25.,2.0,달아요 그냥 모든게
마녀주방 홍대점,쏘냐도르,43,362,4.3,2021.05.10.,3.0,맛: 대존맛은 아니지만 딱 가격만큼 먹을만함서비스: 직원분이 메뉴를 잘못갖다주길래 말하니까 그냥 주고 좀이따 원래시킨메뉴 또줌 ㅋㅋ 감사하긴한데 배터지는줄인테리어: 컨셉따라 아기자기하게 뭘 많이해놨더라고요기타: 친구들끼리나 여사친이랑 가볍게 가긴 좋은데 작정하고 분위기좋은곳은 아니구요. 약간 주 고객층 나이대가 어린 느낌? 아마 다시 갈일은 없을거같네요
마녀주방 홍대점,김민지,2,1,5.0,2021.05.10.,5.0,"분위기도 이색적이고 독특하고, 음식 비주얼 맛 모두 넘넘 만족스러웠어요. 재방문했습니당^^"
마녀주방 홍대점,기록용,16,30,4.2,2021.05.08.,5.0,나 포함 3명이서 도착했다. 저녁에 가니까 분위기 쥑인다.기억이 잘 안나는데로제파스타랑 토마토 리조또? 고구마 피자 이렇게 시키고 주스는 에이드로 했다. 한번 사이다나 콜라로 리필해주신다 함.가격 생각해보면~~ 그래도 맛있는 수준이었다.고구마피자만 그런건지 다 그런건진 몰라도 생각보다 파이지 식감과 맛이 난다. 아스러져 조금 난감. 그래도 달달하니 맛있었음. 거미모양 과자 귀엽다.알콜 함유된 무언가를 시키려면 자리의 모두가 성인이어야만.5명 이상일 시 따로 나눠 앉는다 하더라도 받지 않는다고.미리 전화해서 대기시간이 어느 정도일지 물어보고 괜찮겠다 싶으면 가서 대기 뽑아놓으세용점심에 먹으려고 했는데 대기 1시간이라서 저녁에 왔스..!인원수대로 음식 시켰는데 결국 배불러서 체함.
마녀주방 홍대점,현지,4,3,5.0,2021.04.19.,5.0,너무 맛있었어요!!! 가격 진짜 저렴하구 굿굿
마녀주방 홍대점,뽀,11,26,3.0,2021.04.11.,5.0,
마녀주방 홍대점,전도연,5,3,5.0,2021.04.08.,5.0,맛있어요 굿굿
마녀주방 홍대점,최현경,3,2,5.0,2021.03.21.,5.0,강남에 있는것도 맛있게 먹었는데~홍대까지 생겨서 넘넘 좋아요 !!역시 최고 ㅠ.ㅠ또 먹어도 진짜 나이스하네요 ~~
마녀주방 홍대점,KIM TAEHEE,2,1,5.0,2021.01.21.,5.0,컨셉이 너무 좋은 곳이네요!분위기도 좋고 맛도 있고~
마녀주방 홍대점,진영,2,2,5.0,2020.12.14.,5.0,"역시 믿고먹는 마녀주방 , 자체적으로 만족도 설문조사도 진행하면서 고객들의 니즈를 파악하는게 좋아보였습니다"
마녀주방 홍대점,윤혜빈,3,2,4.5,2020.12.11.,4.0,컨셉도 확실하고 음식 맛 좋았어요
마녀주방 홍대점,냠냐미,31,116,2.9,2020.11.21.,2.0,이 평점이 맞나 싶음10대들이 가면 좋아할 듯맛은 그저 그럼
마녀주방 홍대점,연지,2,1,5.0,2020.11.16.,5.0,1년 내내 할로윈 분위기라 신선했어요 :) 음식도 저렴하고 푸짐한데 맛있어요!
마녀주방 홍대점,마이쪄,28,76,3.3,2020.11.10.,2.0,재밌긴한데 음식이 싼티남. 이십대 초반이 좋아할듯
마녀주방 홍대점,ㄱㅎㄱ,16,"1,121",5.0,2020.11.05.,5.0,
마녀주방 홍대점,부메랑,5,8,4.3,2020.11.05.,5.0,분위기도 좋고 맛도 좋아용ㅎㅎ
마녀주방 홍대점,icxtxx,24,159,4.5,2020.11.03.,4.0,컨셉 좋고 ㅎㅎ 좋아용 맛도 굿굿
마녀주방 홍대점,단타,11,25,3.5,2020.10.30.,2.0,애매하게 찝찝하고 맛도 그닥인 이런컨셉 좋아하면 괜찮을지도
마녀주방 홍대점,뇸,10,18,4.3,2020.10.09.,4.0,콘치즈피자가 개마시따
마녀주방 홍대점,솔직하게,4,19,4.4,2020.10.07.,5.0,독특한분위기&맛있는음식
마녀주방 홍대점,최은진,2,1,5.0,2020.09.21.,5.0,인테리어며 음식 비쥬얼이며 맛이며 다 완벽히 취향저격해버린 맛집 ♥︎
마녀주방 홍대점,신세욱,3,4,4.5,2020.09.15.,4.0,인상적인 인테리어
마녀주방 홍대점,김효진,2,1,5.0,2020.08.25.,5.0,재밌게 맛있게 친구랑 먹고왔네요! 할로윈컨셉 좋은것 같아요
마녀주방 홍대점,경택,2,1,5.0,2020.08.20.,5.0,장말 맛있게 잘먹었습니다. 이색적인 분위기에서 맛난 음식이여서 기분좋게 먹었습니다
마녀주방 홍대점,오스틴파워스,46,263,3.6,2020.08.09.,3.0,"링거 팩에서 내려지는 음료가 독특한 곳입니다. 개인적으로는 음식은 보통 수준이라고 생각합니다. 분위기는 독특하지만, 그 이상은 아니라고 평가합니다."
마녀주방 홍대점,킴이맘,5,2,5.0,2020.08.02.,5.0,분위기 끝내줘요ㅎㅎ너무 맛있게 잘 먹었습니다^^가성비 좋아서 재방문의사200%에요!
마녀주방 홍대점,👼,20,38,4.1,2020.07.08.,5.0,메뉴 다 맛있었어요. 리조또가 개인적으로 진짜 최애♡
마녀주방 홍대점,한승희,2,2,5.0,2020.07.07.,5.0,제가 먹어본 리조또 중에 제일 맛있었습니다 ㅠ가격과 맛 둘다 만족입니다
마녀주방 홍대점,유승희,5,3,5.0,2020.07.04.,5.0,마녀주방은 역시 존맛탱!!!대만족하고갑니다
마녀주방 홍대점,연수인,2,1,5.0,2020.07.03.,5.0,"직원분들도 왕 친절하시고, 음식도 진짜 빨리 나오고 맛있어요! 특히 거미줄 고구마 피자... 꼭 드세요.. 제발.."
마녀주방 홍대점,이민숙,2,1,5.0,2020.05.28.,5.0,피자 도우가 부드러운 부분은 부드럽고 바삭한 부분은 바삭해서 정말 맛있었어요. 위에 올라간 해골 계란후라이도 잘 어울렸습니다. 분위기도 어둡고 재밌고 직원 분들 친절하셔서 좋았어요☺️
마녀주방 홍대점,현아,13,29,5.0,2020.05.15.,5.0,컨셉도 재밌고 직원분도 친절하시네요 ㅎㅎ가격이 저렴해서 맛은 기대 안했는데 비싼데보다 나아요. 파스타 피자 모두 만족합니다 ㅎㅎ
마녀주방 홍대점,혜수,1,1,5.0,2020.05.01.,5.0,분위기 진짜 이쁘고 특이하고 넘 좋아요! 은은하고 데이트하기 딱 좋음 :)그리고 직원분들 및 사장님 넘 친절하셔서 식사하는 내내 기분이 좋더라구요음식들은 하나같이 다 특이한 플레이팅이 짱이뻐요...근데 맛은 놀라울정도로 존맛탱..이쁘고 맛도있는 마녀주방 대만족했습니다 또 방문하려구요!
마녀주방 홍대점,최준열,2,1,5.0,2020.04.29.,5.0,최근갔던 맛집중 단연최고입니다. 맛도 맛있는데 많은 양에 가격까지 착한가격ㅎㅎ 거기에 이쁜 인테리어에 분위기까지 좋아 너무좋았고 자주가야겠어요 ^^
마녀주방 홍대점,최성근,4,4,5.0,2020.04.28.,5.0,최고입니다. 최근에 갔던 맛집 중에 원탑이에요. 최고의 후기 사진은 남긴 음식 없이 다 먹은 사진이라 생각합니다. 그런 사진을 찍게 해준 마녀주방에게 감사할 정도이요.
마녀주방 홍대점,minmiya,2,3,5.0,2020.04.28.,5.0,맛도 있지만 친절해서 좋았음
마녀주방 홍대점,스타벅스,13,34,4.1,2020.01.17.,5.0,맛도 맛이지만 다 친절하십니다
마녀주방 홍대점,🏖,37,196,4.0,2020.01.14.,4.0,알리오올리로는 그닥 이였는데 여기 김치볶음밥 맛집임사진찍기도 좋음
마녀주방 홍대점,조윤서,4,3,2.3,2020.01.03.,5.0,개맛있음 양 조낸 마나 진짜............
마녀주방 홍대점,최혜정,7,6,4.2,2019.12.26.,2.0,가봤는데 역시 이런 이색테마를 선보이는 레스토랑은 맛보다는 서비스와 꾸며진 내부..일까요 이런 편견을 깨줄곳이 나올까 했는데 역시나. 맛은 기대하지마세요 그렇지만 나머지는 다 좋았습니다
마녀주방 홍대점,swan123456789,7,7,2.7,2019.07.30.,4.0,독특한 인테리어도 좋았고 느끼한거 별로 안좋아하는데도 맛있게 먹었다 가격이 조금 비싼게 흠? 전반적으로 만족
마녀주방 홍대점,#,15,39,3.1,2019.06.13.,5.0,유명하고 비싼만큼 맛있어요!! 포테이토 피자는 너무 달긴 했지만 토마토 스파게티가 너무 제 취향이라 항상 즐겨먹어요♥ 이벤트도 많이하고 직원분들도 친절해서 갈때마다 만족합니당 :)
마녀주방 홍대점,박승우,8,9,3.8,2019.01.30.,5.0,음식이야 유명한 만큼 이름 값을 하는것 같습니다.음식보다 서비스에서 더 크게 감동 받고 갑니다.직급은 잘 모르겠으나 ‘장현’ 명찰을 봤습니다. 웨이팅 때 물어본 없어진 메뉴를 식사 후 배웅해주시며 언급해 주시고 신경써주시는 모습이 감명 깊었습니다.저희 뿐만 아니라 다른 손님들에게도 웃으며 일하시는 모습이 정말 보기 좋았습니다. 앞으로도 다른 분들에게도 ‘마녀주방’이 좋은 기억으로 남게 해주시면 감사하겠습니다.
마녀주방 홍대점,ㅇㅇ,14,35,4.3,2019.01.23.,4.0,인테리어가 예쁘다. 직원분들이 친절하시다. 그런데 음식 가격이 좀 비싸고 전체적으로 너무 느끼하다.
마루샤브스카이 홍대직영점,사회인,31,186,2.6,2024.02.06.,3.0,평일이면 갈만함야경보임맛평범 저녁에 가서 그런지 샐러드바 리필이 잘안됐음
마루샤브스카이 홍대직영점,이상현,6,3,5.0,2024.01.05.,5.0,진짜 맛있었음 애인이랑 오기에 최고임홍대의 야경을 구경하며 맛있는 저녁 먹
마루샤브스카이 홍대직영점,연역,18,41,4.2,2023.12.05.,5.0,개맛있는데요? 뷔페가 상상이상임초심 잃지 않으셨으면 좋겠습니다..
마루샤브스카이 홍대직영점,한량,2,2,3.5,2023.12.03.,5.0,샤브샤브인데 뷔페 맛이 좋아서 샤브샤브 뒷전이 된. ㅎㅎㅎㅎㅎㅎ
마루샤브스카이 홍대직영점,소금,12,19,4.6,2023.11.16.,5.0,요근래 갔던 샤브샤브 무한리필중에 퀄리티 단연최고
막걸리싸롱 홍대본점,너구리,2,1,1.0,2024.04.18.,1.0,위생이 너무 안좋아요 ㅠㅠ
막걸리싸롱 홍대본점,최태욱,2,1,2.0,2023.09.09.,2.0,
막걸리싸롱 홍대본점,qq,5,2,3.0,2023.05.25.,1.0,바퀴벌레 막 기어다님
막걸리싸롱 홍대본점,콜키지 사냥꾼,41,164,3.8,2022.12.30.,1.0,왜 사장님이 조리를 하는데... 제발 멈쳐.. 내 시그널이야..
막걸리싸롱 홍대본점,버터오징어,27,60,4.4,2022.11.28.,1.0,ㅎ 가지마위생 쒵 맛도 쒵무슨 막걸리에서 딸기약맛남 ㅋㅋ..
막걸리싸롱 홍대본점,ㅇㅇ,45,308,4.4,2022.09.16.,1.0,"알바 둘다 마스크 안씀,,"
막걸리싸롱 홍대본점,ㅋㅆㅇ,37,695,3.8,2022.09.02.,5.0,
막걸리싸롱 홍대본점,김재형,2,1,5.0,2021.01.22.,5.0,막걸리 자주 마시러 갔었는데 생각나요
막걸리싸롱 홍대본점,먹는게남는거,36,234,3.7,2020.02.09.,3.0,본안주로 오뎅탕나오고 막걸리 종류가 다양해서 좋네요 과일주보다는 그냥막걸리가 나은듯 20대초반 고객이 많아요
막걸리싸롱 홍대본점,MONAVIS,21,41,3.7,2018.11.03.,2.0,옥수수막걸리먹으러왔는데치즈김치전 베스트라서 시켰는데 치즈는 가득올라가지만 김치전이 배추가많아서 씹는맛은좋지만 너무너무싱거워서  김치맛도안나고 전체적으로 별로....  간장에찍어먹어도 모자란맛 .... 그냥 막걸리먹으면서 그냥입에넣는정도....
막걸리싸롱 홍대본점,.,7,13,1.8,2018.09.08.,1.0,하 여기 좀 보고 갈걸막걸리쌀롱 진짜 핵별로알바생 들어갈때부터 인상찌뿌리더니 그릇이고 수저고 다 쾅쾅 놓고그릇에는 기름이 찌들어있어서 아예 안썼고테이블에는 무슨 가룬지 모르겠는데 회색가루 같은게 가득해서 아 여기 청소 제대로 안되는구나 알았어요ㅡㅡ치즈김치전 먹었는데 맛도 그닥?과일 막걸리들도 몇개는 그냥 남기고 나오고어디서 소개팅 장소로 딱이라는 글 보고 갔는데 진짜 그 글 쓴 사람 추적하고 싶을정도 ㅋㅋㅋ오랜만에 데이트 나갔다가 둘다 지금 배아프고 기분만 더럽고 아주 인생식당 최악 탑쓰리 안에 듭니다ㅋ판단은 각자 알아서 하시길..
만만코코로 홍대점,潤,28,126,3.7,2024.04.11.,1.0,ㅋㅋㅋㅋ..^^
만만코코로 홍대점,카카오별점맹신자,15,24,3.9,2024.03.09.,1.0,퉤
만만코코로 홍대점,나비,2,2,3.0,2023.10.15.,1.0,새벽 4시에 정중히 한명만 올라가서 10명 문의를 드렸으나 다른 테이블 손님들이 있었는데도 준비시간이 오래걸린다는 이해 안되는 이유로 오지말라는 뉘앙스를 풍겨 그냥 다른 술집 갔음. 이럴꺼면 24시 오픈이라는 간판부터 떼고 직원들이랑 영업시간 협의하시길 바랍니다.
만만코코로 홍대점,shu,2,4,5.0,2023.09.13.,5.0,
만만코코로 홍대점,참시간,32,129,2.0,2023.08.15.,1.0,"골뱅이무침?!! 이게 2만원?!! 맛도 없고...소주, 맥주도 다른곳 보다 500원 비싸...;;"
만만코코로 홍대점,힝,6,9,1.7,2023.08.14.,1.0,세네번 가봤는데 양이 정말 창렬의 끝판왕^^
만만코코로 홍대점,드디어,34,152,3.6,2023.04.14.,4.0,또 찾았다 - 23.04.14찾았다 - 22.12.27
만만코코로 홍대점,J,5,8,3.8,2022.10.01.,1.0,불친절의 끝판왕. 남자 직원인지 사장인지 들어가자마자 싸가지 없이 대함. 다른 맛있는 곳도 많은데 굳이 이런 서비스 받으면서 여기를 갈 이유는 전혀 없다고 봄.
만만코코로 홍대점,윤상혁,3,1,1.0,2022.09.26.,1.0,단체라서 미리 전화했는데 한숨 푹푹 쉬면서 싸가지 없는 태도로 손님대우하는데 직접 방문 했을 때도 기본 안주랑 수저랑 메뉴판 다 던져서 주고 일하기 싫으신 거 같은데 그만하세요 ㅋㅋ 음식도 딱히 다른 곳보다 맛있는지도 모르겠는데 다시 올 이유 없어보입니다
만만코코로 홍대점,행인,2,1,1.0,2022.09.10.,1.0,별 하나도 정말 아까비.. 세상에 그런 음식을 팔 수 있다니... 지금도 그 맛이 생각나 입이 비려지는 느낌. 정말 음식 쓰레기입니다. 절대로 가지 마세요.  눈꽃치즈 불닭시켰는데 딱 하나 먹고 나왔어요.  닭비린내가 완전 심해서 토할 뻔 했어요
만만코코로 홍대점,ㅎ,2,1,1.0,2022.09.10.,1.0,최악 중에 최악 0점이 있다면 0점 줬을듯닭고기에서는 한 입 먹자마자 누린내가 진짜 너무 심하게 나서 같이 간 사람은 다시 뱉을 정도였음한 입 먹고 바로 나옴절대 가지 마세요 절대돈 버리고 싶으신 분만 가시길
만만코코로 홍대점,ㅇ,3,7,2.1,2022.07.25.,1.0,적당히 불친절해야지 진짜ㅋㅋ 남자 사장인지 알바인지 모르겠지만 괜히 한잔하러 갔다가 기분만 잡치고 나왔네요 입장할때부터 개무시하더니 주문부터 나갈때까지 불친절하단 생각뿐이 안들었네요 마감시간이라 화가 많이났는지 청소하면서 의자를 쾅쾅 내려던지질 않나 주문받을때도 건성으로 받질않나 더이상 있고싶지않아 남은음식 포장 안되냐는 말에 당연히 포장 안된다는식으로 말을하고 참... 석이 많이나가네요
만만코코로 홍대점,chhhhhhn,4,5,4.2,2022.07.19.,1.0,0점 없나요네이버 리뷰쓰려고 영수증달라고했더니 중간계산서줬네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ안좋은얘기 달릴줄 알았나 그렇게 손님대우없는 태도로 장사어떻게 하나요 지나가는 사람한테도 그렇게 안할듯요..
만만코코로 홍대점,fiazo,2,2,1.0,2021.01.30.,1.0,서비스 최악
만만코코로 홍대점,굿 혹은 배드,11,9,1.8,2021.01.16.,1.0,"0점이 있다면 0점 드립니다...^^기다리라고 해놓고 얼마나 기다려야 하냐고 물어보면 말 무시하고 그냥 지 할일 하시고~!커플끼리 갔는데 자리 남는 곳 훤히 보이는데도  자리가 부족하다느니 찬 바람 쌩쌩부는 문 앞자리 앉아야 한다느니, 술은 드시는데 안주는 40분 기다리셔야 한다느니...누굴 호구로 보네요^^이 시국에고 장사 아주 잘~되시나 봅니다~!돈내고 쓰레기같은 서비스 당하시고 싶으시면 추천^^별점 왜 쓰레기인지 잘 알듯^^"
만만코코로 홍대점,리뷰:),2,1,1.0,2020.11.16.,1.0,최악.. 절대 안갈 것 같네요.. ^^.. 음식은 몰라도 서비스 진짜 별롴ㅋㅋ
만만코코로 홍대점,대성,11,14,3.6,2020.09.18.,1.0,지난번 방문해서 닭똥집먹었을 땐 괜찮았습니다. 이번 방문에 시킨 찹 스테이크는 만든 요리사한테 찹을 날리고 싶은 마음 뿐이였습니다.
만만코코로 홍대점,태왕,1,1,5.0,2020.08.18.,5.0,
만만코코로 홍대점,용막골,27,112,3.6,2020.04.11.,1.0,건물 이쁜건 인정. 근데 음식 맛이..
만만코코로 홍대점,tto6,25,96,2.0,2019.09.13.,1.0,최악입니다. 음식 서비스 모두 최악입니다. 그냥 냉동식품입니다.
맛이차이나,맛없으면화남,14,16,2.9,2024.04.24.,3.0,무난하게 잘 먹은 것 같다인상깊진 않음
맛이차이나,배홍동,12,15,3.9,2024.04.18.,4.0,탕수육 미쳤다얇고 바삭한 튀김옷과 고기로 꽉 찬 속..어향가지도 존맛 짜장면은 간이 좀 센 편이에여
맛이차이나,오나경,2,3,5.0,2024.04.04.,5.0,
맛이차이나,맛집만가는까미,12,15,3.9,2024.03.22.,4.0,맛이 참 좋습니다. 탕수육이랑 크림새우 꼭 드세요.하지만 셰프코스 꼬오오오옥 드세요.너무너무 친절하십니다.
맛이차이나,냠냠,4,3,5.0,2024.03.18.,5.0,"탕수육이랑 짬뽕 먹었는데 짬뽕 둘이서 하나 시켰더니 그릇 나눠서 드릴까요? 먼저 물어봐주셔서 너무 좋았고 친절하셨어요! 국물도 너무 기름지지 않고 깔끔해서 좋았습니다.그리고 탕수육이 진짜진짜 맛있어요. 튀김은 얇고 바삭하고, 안의 고기가 질기지 않고 수분감도 있어 촉촉하고 부드러웠습니다."
맛이차이나,김만덕,6,126,3.6,2024.03.12.,3.0,
맛이차이나,shhiit,6,6,3.0,2024.03.06.,5.0,이 가격에 이 맛 퀄리티면 손꼽히는 맛집이라고 봅니다 곰부탕면이 제일이지만 다른 면류도 중상급 탕수육도 소스없이 먹는 걸 즐긴다면 추천
맛이차이나,후기미제공매장은거르세요,25,58,3.9,2024.02.17.,4.0,처음갔을땐 서비스든 맛이든 진짜 센세이션이었는데 이젠 맛이 그렇게 압도적인지 모르겠음 직원들끼리 얘기하는건 너무 커서 신경거슬리는 수준이고  예전같았으면 면요리 두개시키면 먼저 나눠드리냐고 이야기했을텐데.. 전반적으로 수준이 너무 아쉬워짐
맛이차이나,정재현,2,30,3.6,2024.02.16.,3.0,
맛이차이나,맛집원정대따봉도치,42,341,4.2,2024.02.06.,5.0,"런치코스 3.7만원으로 가성비 좋고 특히 코스중 탕수육이 제일 맛있어요!코르키지 비용 2만원, 룸 이용시 단품이면 룸비 3만원 있어요"
맛이차이나,임성환,2,5,4.2,2024.01.17.,5.0,맛도 좋고 괜찮아요 저는 금액도 매우 좋다고 생각
맛이차이나,바질파스타,4,8,4.5,2024.01.04.,5.0,
맛이차이나,Hank,8,14,4.5,2023.12.27.,5.0,
맛이차이나,방문자,21,57,3.3,2023.12.26.,5.0,"진짜 맛있어요, 백짬뽕 맛이 고급스러움"
맛이차이나,중식러버,1,11,4.3,2023.12.19.,4.0,
맛이차이나,차오,22,41,5.0,2023.12.11.,5.0,유린기 꼭 드세요 모든 메뉴가 맛있음
맛이차이나,4.9점,30,93,4.2,2023.12.09.,5.0,다먹고 찍은거 밖에 없네요개인적으로는 공부탕면<새우볶음밥=짜장면<<탕수육 이었습니다근데 다 맛있었어요!
맛이차이나,BT62,19,512,4.2,2023.10.26.,4.0,
맛이차이나,원범,28,85,3.1,2023.10.22.,5.0,1. 백짬뽕 시원칼칼하니 되게 맛잇엇구2. 짜장은 먼가 조금 아쉽긴햇는데 맛잇게 먹엇고3. 탕수육도 튀김이나 고기두께나 되게 맛잇엇는데돼지고기 돼지잡내가 너무 많이 나서 많이 거슬렷습니다.재방문의사도 잇으나 탕수육은 다시 이렇게 내시면 재요리 부탁할거같습니다  :)4. 잘먹엇습니다
