기준년월,요일구분,출발 시간대,출발지_시군구코드,출발지_시도명,출발지_시군구명,출발지_중심_X좌표,출발지_중심_Y좌표,이동수단 구분,성별,연령별(10세),인구 수
202401,일,11,41173,경기도,안양시 동안구,951796,1933620,1,W,7,2455.38
202401,화,13,41113,경기도,수원시 권선구,953861,1918083,7,W,4,881.01
202401,화,13,41171,경기도,안양시 만안구,947900,1934052,0,M,8,938.56
202401,수,15,41650,경기도,포천시,978069,1996673,3,M,9,78.48
202401,수,19,41271,경기도,안산시 상록구,944176,1924186,2,W,9,2.96
202401,수,3,41210,경기도,광명시,943809,1938625,2,W,9,3.5
202401,금,23,41113,경기도,수원시 권선구,953861,1918083,7,M,3,37.14
202401,금,23,41390,경기도,시흥시,935643,1931618,3,W,3,741.38
202401,토,7,41465,경기도,용인시 수지구,962048,1926137,2,W,2,224.24
202401,수,21,41590,경기도,화성시,942172,1908000,3,W,5,10050.11
202401,목,3,41450,경기도,하남시,974018,1947095,1,M,8,9.88
202401,월,22,41271,경기도,안산시 상록구,944176,1924186,3,W,10,28.49
202401,수,23,41271,경기도,안산시 상록구,944176,1924186,3,W,1,21
202401,목,10,41463,경기도,용인시 기흥구,966424,1918787,5,W,2,3.03
202401,월,19,41271,경기도,안산시 상록구,944176,1924186,2,W,5,219.33
202401,월,5,41463,경기도,용인시 기흥구,966424,1918787,1,W,9,18.94
202401,토,23,41115,경기도,수원시 팔달구,957104,1919945,3,M,8,99.58
202401,금,0,41461,경기도,용인시 처인구,978070,1911643,3,W,7,224.3
202401,금,20,41271,경기도,안산시 상록구,944176,1924186,1,W,7,782.13
202401,화,14,41590,경기도,화성시,942172,1908000,1,M,5,4839.75
202401,토,9,41117,경기도,수원시 영통구,960690,1919671,3,M,7,2066.25
202401,수,11,41461,경기도,용인시 처인구,978070,1911643,1,M,8,779.74
202401,화,19,41192,경기도,부천시 원미구,936267,1944735,2,M,4,1101.1
202401,월,5,41171,경기도,안양시 만안구,947900,1934052,5,W,4,36.62
202401,금,8,41650,경기도,포천시,978069,1996673,3,M,3,1220.29
202401,일,6,41113,경기도,수원시 권선구,953861,1918083,1,M,8,148.38
202401,토,11,41271,경기도,안산시 상록구,944176,1924186,2,W,4,707.47
202401,일,13,41117,경기도,수원시 영통구,960690,1919671,3,M,10,24.57
202401,화,8,41590,경기도,화성시,942172,1908000,7,M,6,2927.37
202401,화,1,41590,경기도,화성시,942172,1908000,3,M,3,4615.9
202401,화,7,41210,경기도,광명시,943809,1938625,7,W,1,24.5
202401,목,7,41113,경기도,수원시 권선구,953861,1918083,1,W,4,2530.82
202401,월,13,41115,경기도,수원시 팔달구,957104,1919945,7,M,5,703.81
202401,일,7,41171,경기도,안양시 만안구,947900,1934052,7,W,5,62.4
202401,월,19,41650,경기도,포천시,978069,1996673,3,M,4,828.41
202401,수,3,41650,경기도,포천시,978069,1996673,7,M,2,24.89
202401,목,20,41115,경기도,수원시 팔달구,957104,1919945,7,W,6,564.57
202401,토,8,41390,경기도,시흥시,935643,1931618,0,W,3,3889.2
202401,금,23,41650,경기도,포천시,978069,1996673,0,W,2,42.42
202401,수,9,41192,경기도,부천시 원미구,936267,1944735,1,M,3,1643.3
202401,화,16,41461,경기도,용인시 처인구,978070,1911643,3,M,8,639.54
202401,목,22,41210,경기도,광명시,943809,1938625,3,W,10,10.96
202401,금,16,41463,경기도,용인시 기흥구,966424,1918787,1,M,7,2228.34
202401,월,17,41192,경기도,부천시 원미구,936267,1944735,2,M,4,1704.21
202401,토,11,41196,경기도,부천시 오정구,937564,1947819,0,W,6,2049.42
202401,수,21,41273,경기도,안산시 단원구,925133,1918594,3,W,5,2485.02
202401,화,3,41273,경기도,안산시 단원구,925133,1918594,3,M,4,1058.48
202401,일,22,41461,경기도,용인시 처인구,978070,1911643,7,M,7,23.47
202401,수,8,41192,경기도,부천시 원미구,936267,1944735,1,W,1,52.5
202401,화,18,41194,경기도,부천시 소사구,937850,1941972,7,W,7,327.78
202401,목,2,41273,경기도,안산시 단원구,925133,1918594,3,W,5,576.43
202401,금,16,41273,경기도,안산시 단원구,925133,1918594,7,W,4,879.21
202401,금,13,41210,경기도,광명시,943809,1938625,5,W,2,65.04
202401,화,20,41117,경기도,수원시 영통구,960690,1919671,0,W,1,119.28
202401,금,6,41450,경기도,하남시,974018,1947095,3,M,10,5.37
202401,수,12,41113,경기도,수원시 권선구,953861,1918083,5,M,9,10.45
202401,일,10,41111,경기도,수원시 장안구,955994,1924011,1,W,9,171.3
202401,토,11,41590,경기도,화성시,942172,1908000,2,W,2,221.37
202401,수,22,41390,경기도,시흥시,935643,1931618,1,W,7,183.79
202401,수,14,41210,경기도,광명시,943809,1938625,7,W,2,232.23
202401,목,16,41271,경기도,안산시 상록구,944176,1924186,0,W,5,2588.69
202401,월,21,41113,경기도,수원시 권선구,953861,1918083,5,W,7,10.5
202401,목,19,41171,경기도,안양시 만안구,947900,1934052,7,M,3,255.68
202401,월,22,41273,경기도,안산시 단원구,925133,1918594,3,W,10,10.5
202401,화,1,41461,경기도,용인시 처인구,978070,1911643,3,W,4,745.43
202401,수,11,41192,경기도,부천시 원미구,936267,1944735,7,W,7,1400.26
202401,금,16,41210,경기도,광명시,943809,1938625,0,M,10,9.5
202401,일,12,41194,경기도,부천시 소사구,937850,1941972,0,W,10,3.5
202401,월,6,41210,경기도,광명시,943809,1938625,0,W,9,56.82
202401,금,14,41111,경기도,수원시 장안구,955994,1924011,3,W,3,1734.22
202401,일,10,41113,경기도,수원시 권선구,953861,1918083,5,W,3,163.88
202401,화,6,41650,경기도,포천시,978069,1996673,3,M,1,77
202401,일,10,41196,경기도,부천시 오정구,937564,1947819,7,M,9,21.47
202401,월,5,41271,경기도,안산시 상록구,944176,1924186,4,W,5,3.5
202401,목,1,41192,경기도,부천시 원미구,936267,1944735,3,W,6,1966.1
202401,월,18,41465,경기도,용인시 수지구,962048,1926137,1,M,6,2565.31
202401,수,17,41590,경기도,화성시,942172,1908000,1,W,3,7476.24
202401,목,18,41465,경기도,용인시 수지구,962048,1926137,4,W,3,3.32
202401,목,5,41173,경기도,안양시 동안구,951796,1933620,7,M,8,59.77
202401,월,11,41463,경기도,용인시 기흥구,966424,1918787,0,W,1,384.75
202401,일,17,41194,경기도,부천시 소사구,937850,1941972,2,W,7,378.95
202401,금,9,41173,경기도,안양시 동안구,951796,1933620,7,M,8,173.08
202401,토,19,41194,경기도,부천시 소사구,937850,1941972,7,W,8,68.96
202401,일,13,41196,경기도,부천시 오정구,937564,1947819,7,M,9,6.96
202401,목,19,41192,경기도,부천시 원미구,936267,1944735,7,M,10,3.3
202401,일,4,41390,경기도,시흥시,935643,1931618,7,W,2,31.5
202401,일,5,41463,경기도,용인시 기흥구,966424,1918787,2,M,5,81.32
202401,목,2,41194,경기도,부천시 소사구,937850,1941972,3,M,1,31.5
202401,토,8,41194,경기도,부천시 소사구,937850,1941972,3,M,2,561.27
202401,일,20,41192,경기도,부천시 원미구,936267,1944735,0,M,5,2907.23
202401,수,0,41196,경기도,부천시 오정구,937564,1947819,7,W,6,25.88
202401,목,10,41196,경기도,부천시 오정구,937564,1947819,1,M,6,1060.82
202401,금,23,41115,경기도,수원시 팔달구,957104,1919945,3,M,7,335.09
202401,수,0,41463,경기도,용인시 기흥구,966424,1918787,2,W,3,5.44
202401,목,12,41196,경기도,부천시 오정구,937564,1947819,3,M,10,14
202401,목,21,41273,경기도,안산시 단원구,925133,1918594,0,M,1,70
202401,일,9,41463,경기도,용인시 기흥구,966424,1918787,3,W,4,1942.33
202401,토,16,41590,경기도,화성시,942172,1908000,3,M,10,7
202401,토,3,41461,경기도,용인시 처인구,978070,1911643,1,W,7,17.52
202401,월,6,41461,경기도,용인시 처인구,978070,1911643,2,W,8,27.17
202401,수,1,41192,경기도,부천시 원미구,936267,1944735,3,M,8,544.38
202401,수,11,41463,경기도,용인시 기흥구,966424,1918787,3,W,7,3628.48
202401,토,5,41117,경기도,수원시 영통구,960690,1919671,5,W,4,14.91
202401,수,21,41171,경기도,안양시 만안구,947900,1934052,0,W,4,864.74
202401,월,2,41273,경기도,안산시 단원구,925133,1918594,7,W,3,136.78
202401,화,11,41465,경기도,용인시 수지구,962048,1926137,3,M,1,406
202401,금,5,41271,경기도,안산시 상록구,944176,1924186,3,W,8,274.6
202401,월,14,41590,경기도,화성시,942172,1908000,2,M,9,17.74
202401,화,19,41465,경기도,용인시 수지구,962048,1926137,3,W,3,2928.93
202401,월,10,41461,경기도,용인시 처인구,978070,1911643,2,M,4,41.83
202401,일,0,41210,경기도,광명시,943809,1938625,1,M,2,28.07
202401,금,5,41450,경기도,하남시,974018,1947095,1,W,6,257.86
202401,수,19,41465,경기도,용인시 수지구,962048,1926137,5,W,5,3.04
202401,월,17,41111,경기도,수원시 장안구,955994,1924011,3,M,7,2194.51
202401,월,1,41650,경기도,포천시,978069,1996673,1,W,9,3.5
202401,수,13,41115,경기도,수원시 팔달구,957104,1919945,7,M,2,293.55
202401,화,8,41171,경기도,안양시 만안구,947900,1934052,0,M,8,933.46
202401,금,1,41192,경기도,부천시 원미구,936267,1944735,2,M,5,31.27
202401,금,12,41465,경기도,용인시 수지구,962048,1926137,1,M,9,501.88
202401,수,1,41113,경기도,수원시 권선구,953861,1918083,7,W,7,25.67
202401,금,7,41173,경기도,안양시 동안구,951796,1933620,0,M,8,891.38
202401,화,18,41196,경기도,부천시 오정구,937564,1947819,3,M,6,1907.95
202401,토,7,41590,경기도,화성시,942172,1908000,5,M,7,58.29
202401,수,4,41273,경기도,안산시 단원구,925133,1918594,2,M,6,223.85
202401,화,20,41173,경기도,안양시 동안구,951796,1933620,3,W,6,4787.48
202401,월,20,41117,경기도,수원시 영통구,960690,1919671,3,W,8,816.03
202401,금,22,41192,경기도,부천시 원미구,936267,1944735,7,M,8,68.44
202401,금,13,41194,경기도,부천시 소사구,937850,1941972,1,M,8,593.61
202401,목,16,41450,경기도,하남시,974018,1947095,7,M,5,857.28
202401,수,12,41590,경기도,화성시,942172,1908000,5,M,4,74.65
202401,월,17,41273,경기도,안산시 단원구,925133,1918594,7,M,2,379.65
202401,월,21,41196,경기도,부천시 오정구,937564,1947819,3,W,9,74.23
202401,화,5,41450,경기도,하남시,974018,1947095,1,W,2,18.37
202401,토,8,41117,경기도,수원시 영통구,960690,1919671,3,M,5,3060.23
202401,월,16,41210,경기도,광명시,943809,1938625,3,M,9,286.35
202401,금,8,41117,경기도,수원시 영통구,960690,1919671,1,W,10,7.26
202401,목,21,41117,경기도,수원시 영통구,960690,1919671,3,M,2,3961.59
202401,목,12,41210,경기도,광명시,943809,1938625,0,W,2,684.47
202401,화,21,41210,경기도,광명시,943809,1938625,2,M,4,234.23
202401,월,8,41465,경기도,용인시 수지구,962048,1926137,2,M,8,724.04
202401,일,14,41115,경기도,수원시 팔달구,957104,1919945,4,M,3,11.07
202401,목,20,41192,경기도,부천시 원미구,936267,1944735,2,M,1,3.5
202401,일,4,41271,경기도,안산시 상록구,944176,1924186,3,W,9,109.54
202401,목,9,41273,경기도,안산시 단원구,925133,1918594,7,M,4,514.62
202401,화,19,41210,경기도,광명시,943809,1938625,5,M,8,10.24
202401,일,12,41117,경기도,수원시 영통구,960690,1919671,5,W,6,15.87
202401,월,5,41590,경기도,화성시,942172,1908000,1,M,7,1202.84
202401,화,13,41196,경기도,부천시 오정구,937564,1947819,3,W,5,796.37
202401,목,15,41390,경기도,시흥시,935643,1931618,5,W,6,6.39
202401,일,10,41463,경기도,용인시 기흥구,966424,1918787,7,W,10,3.34
202401,토,10,41115,경기도,수원시 팔달구,957104,1919945,1,W,7,1440.34
202401,목,10,41111,경기도,수원시 장안구,955994,1924011,1,W,7,1925.43
202401,금,13,41465,경기도,용인시 수지구,962048,1926137,1,W,6,3807.67
202401,월,5,41390,경기도,시흥시,935643,1931618,3,M,1,94.5
202401,목,4,41271,경기도,안산시 상록구,944176,1924186,3,M,7,885.84
202401,일,8,41192,경기도,부천시 원미구,936267,1944735,3,W,8,1141.71
202401,목,13,41463,경기도,용인시 기흥구,966424,1918787,1,W,6,3814.11
202401,화,1,41450,경기도,하남시,974018,1947095,3,W,5,2008.29
202401,화,4,41196,경기도,부천시 오정구,937564,1947819,0,W,9,12.83
202401,월,2,41196,경기도,부천시 오정구,937564,1947819,1,W,7,6.14
202401,토,15,41115,경기도,수원시 팔달구,957104,1919945,1,W,8,1064.78
202401,금,7,41271,경기도,안산시 상록구,944176,1924186,1,M,2,295.62
202401,월,0,41450,경기도,하남시,974018,1947095,7,W,1,7
202401,금,4,41113,경기도,수원시 권선구,953861,1918083,3,M,8,353.9
202401,화,13,41271,경기도,안산시 상록구,944176,1924186,1,W,6,3664.47
202401,금,13,41196,경기도,부천시 오정구,937564,1947819,3,M,9,112.88
202401,일,13,41196,경기도,부천시 오정구,937564,1947819,0,W,5,1355.39
202401,목,13,41115,경기도,수원시 팔달구,957104,1919945,7,W,6,885.77
202401,월,9,41273,경기도,안산시 단원구,925133,1918594,4,M,7,4.18
202401,목,11,41390,경기도,시흥시,935643,1931618,4,M,6,2.44
202401,토,5,41115,경기도,수원시 팔달구,957104,1919945,1,M,4,245.96
202401,화,19,41113,경기도,수원시 권선구,953861,1918083,0,W,7,2237.26
202401,금,3,41271,경기도,안산시 상록구,944176,1924186,7,M,4,46.69
202401,목,17,41590,경기도,화성시,942172,1908000,0,M,6,45267.93
202401,월,19,41173,경기도,안양시 동안구,951796,1933620,7,M,2,361.8
202401,화,11,41111,경기도,수원시 장안구,955994,1924011,3,M,5,1471.64
202401,금,14,41111,경기도,수원시 장안구,955994,1924011,0,W,1,182
202401,금,1,41194,경기도,부천시 소사구,937850,1941972,0,M,4,276.62
202401,월,12,41111,경기도,수원시 장안구,955994,1924011,2,W,3,234.25
202401,수,20,41390,경기도,시흥시,935643,1931618,0,M,7,5705.36
202401,월,19,41390,경기도,시흥시,935643,1931618,3,M,4,4157.62
202401,수,0,41450,경기도,하남시,974018,1947095,7,M,3,67.86
202401,목,0,41115,경기도,수원시 팔달구,957104,1919945,0,M,6,218.69
202401,금,8,41590,경기도,화성시,942172,1908000,5,W,4,177
202401,금,15,41117,경기도,수원시 영통구,960690,1919671,2,M,3,824.46
202401,월,21,41115,경기도,수원시 팔달구,957104,1919945,0,W,1,17.5
202401,금,21,41463,경기도,용인시 기흥구,966424,1918787,3,W,9,339.38
202401,금,8,41115,경기도,수원시 팔달구,957104,1919945,1,M,7,1276.28
202401,일,6,41590,경기도,화성시,942172,1908000,1,W,5,514.26
202401,월,16,41113,경기도,수원시 권선구,953861,1918083,5,M,1,7
202401,일,12,41650,경기도,포천시,978069,1996673,3,W,9,120.61
202401,화,14,41450,경기도,하남시,974018,1947095,1,M,9,195.98
202401,월,0,41273,경기도,안산시 단원구,925133,1918594,1,M,9,3.5
202401,목,21,41271,경기도,안산시 상록구,944176,1924186,1,W,3,700.97
202401,목,12,41461,경기도,용인시 처인구,978070,1911643,1,M,4,1208.62
202401,토,18,41271,경기도,안산시 상록구,944176,1924186,3,W,1,143.5
202401,일,19,41117,경기도,수원시 영통구,960690,1919671,3,M,1,129.5
202401,월,6,41271,경기도,안산시 상록구,944176,1924186,7,M,8,71.28
202401,목,22,41173,경기도,안양시 동안구,951796,1933620,2,M,2,106.36
202401,금,21,41463,경기도,용인시 기흥구,966424,1918787,3,W,6,3786.96
202401,토,19,41173,경기도,안양시 동안구,951796,1933620,3,M,8,724.5
202401,화,9,41465,경기도,용인시 수지구,962048,1926137,0,M,2,1134.46
202401,일,14,41113,경기도,수원시 권선구,953861,1918083,0,M,2,1431.87
202401,목,5,41192,경기도,부천시 원미구,936267,1944735,0,W,4,700.79
202401,일,13,41115,경기도,수원시 팔달구,957104,1919945,1,M,5,1816.26
202401,목,14,41461,경기도,용인시 처인구,978070,1911643,1,M,4,793.78
202401,목,22,41196,경기도,부천시 오정구,937564,1947819,3,M,8,127.54
202401,수,13,41273,경기도,안산시 단원구,925133,1918594,0,M,8,1719.62
202401,금,8,41173,경기도,안양시 동안구,951796,1933620,0,W,1,91.64
202401,화,14,41173,경기도,안양시 동안구,951796,1933620,7,W,4,479.98
202401,월,7,41196,경기도,부천시 오정구,937564,1947819,0,M,2,141.81
202401,화,20,41192,경기도,부천시 원미구,936267,1944735,0,M,3,3492.14
202401,목,20,41173,경기도,안양시 동안구,951796,1933620,5,M,2,6.94
202401,화,3,41196,경기도,부천시 오정구,937564,1947819,2,M,4,2.73
202401,월,9,41173,경기도,안양시 동안구,951796,1933620,1,W,6,4405.32
202401,금,21,41111,경기도,수원시 장안구,955994,1924011,0,W,7,1039.24
202401,수,8,41450,경기도,하남시,974018,1947095,0,M,1,80.5
202401,토,15,41273,경기도,안산시 단원구,925133,1918594,3,W,2,1417.56
202401,일,14,41210,경기도,광명시,943809,1938625,5,M,9,17.45
202401,수,16,41463,경기도,용인시 기흥구,966424,1918787,1,W,10,10.58
202401,토,16,41465,경기도,용인시 수지구,962048,1926137,1,M,4,2121.97
202401,월,23,41463,경기도,용인시 기흥구,966424,1918787,3,W,1,35
202401,일,14,41461,경기도,용인시 처인구,978070,1911643,3,W,1,147
202401,토,9,41650,경기도,포천시,978069,1996673,1,W,1,10.5
202401,토,20,41465,경기도,용인시 수지구,962048,1926137,2,M,4,308.62
202401,토,16,41117,경기도,수원시 영통구,960690,1919671,2,M,5,436.25
202401,화,13,41461,경기도,용인시 처인구,978070,1911643,1,M,7,1818.11
202401,화,6,41650,경기도,포천시,978069,1996673,1,M,4,414.79
202401,월,14,41171,경기도,안양시 만안구,947900,1934052,0,M,9,136.7
202401,토,0,41463,경기도,용인시 기흥구,966424,1918787,3,W,6,959.02
202401,월,3,41463,경기도,용인시 기흥구,966424,1918787,0,M,5,747.57
202401,토,10,41390,경기도,시흥시,935643,1931618,5,M,8,7
202401,금,16,41390,경기도,시흥시,935643,1931618,3,W,9,391.13
202401,수,3,41113,경기도,수원시 권선구,953861,1918083,1,M,5,105.47
202401,토,8,41196,경기도,부천시 오정구,937564,1947819,7,M,3,139.58
202401,월,21,41113,경기도,수원시 권선구,953861,1918083,1,M,6,1086.69
202401,목,20,41171,경기도,안양시 만안구,947900,1934052,0,M,1,49
202401,금,6,41463,경기도,용인시 기흥구,966424,1918787,2,W,2,91.37
202401,토,17,41465,경기도,용인시 수지구,962048,1926137,3,M,9,559.76
202401,토,8,41590,경기도,화성시,942172,1908000,6,W,3,2.64
202401,일,16,41115,경기도,수원시 팔달구,957104,1919945,5,W,2,49.33
202401,일,20,41461,경기도,용인시 처인구,978070,1911643,3,M,2,1023.25
202401,화,20,41111,경기도,수원시 장안구,955994,1924011,1,W,2,603.9
202401,수,17,41192,경기도,부천시 원미구,936267,1944735,0,W,1,273
202401,토,20,41461,경기도,용인시 처인구,978070,1911643,3,W,2,966.23
202401,일,7,41650,경기도,포천시,978069,1996673,1,W,5,134.62
202401,금,5,41117,경기도,수원시 영통구,960690,1919671,5,W,4,6.75
202401,토,12,41461,경기도,용인시 처인구,978070,1911643,3,M,5,1521.2
202401,목,12,41111,경기도,수원시 장안구,955994,1924011,0,W,6,4018.96
202401,금,18,41273,경기도,안산시 단원구,925133,1918594,3,M,2,2221.89
202401,토,13,41111,경기도,수원시 장안구,955994,1924011,7,W,3,510.81
202401,토,9,41113,경기도,수원시 권선구,953861,1918083,2,W,8,191.46
202401,목,0,41450,경기도,하남시,974018,1947095,0,M,4,284.34
202401,목,20,41450,경기도,하남시,974018,1947095,0,M,5,4754.77
202401,일,17,41450,경기도,하남시,974018,1947095,7,M,5,993.35
202401,목,0,41111,경기도,수원시 장안구,955994,1924011,3,W,7,406.23
202401,목,6,41465,경기도,용인시 수지구,962048,1926137,5,W,2,3.5
202401,월,14,41465,경기도,용인시 수지구,962048,1926137,1,W,2,1618.2
202401,토,17,41450,경기도,하남시,974018,1947095,2,W,4,808.38
202401,월,20,41465,경기도,용인시 수지구,962048,1926137,3,M,8,1187.33
202401,일,10,41113,경기도,수원시 권선구,953861,1918083,7,M,1,80.5
202401,목,19,41210,경기도,광명시,943809,1938625,7,W,2,275.1
202401,금,5,41173,경기도,안양시 동안구,951796,1933620,2,W,2,11.46
202401,목,14,41117,경기도,수원시 영통구,960690,1919671,2,M,7,312.34
202401,화,13,41192,경기도,부천시 원미구,936267,1944735,2,W,6,1232.12
202401,수,15,41390,경기도,시흥시,935643,1931618,5,W,5,2.1
202401,월,13,41192,경기도,부천시 원미구,936267,1944735,2,W,5,823.23
202401,화,21,41273,경기도,안산시 단원구,925133,1918594,0,W,8,253.12
202401,목,18,41465,경기도,용인시 수지구,962048,1926137,3,M,1,581.23
202401,목,17,41210,경기도,광명시,943809,1938625,7,M,9,27.72
202401,금,13,41173,경기도,안양시 동안구,951796,1933620,0,W,1,160.59
202401,월,17,41210,경기도,광명시,943809,1938625,2,W,2,157.11
202401,월,20,41273,경기도,안산시 단원구,925133,1918594,7,M,3,838.08
202401,수,15,41210,경기도,광명시,943809,1938625,7,W,8,246.99
202401,월,8,41111,경기도,수원시 장안구,955994,1924011,3,W,4,1949.9
202401,일,18,41271,경기도,안산시 상록구,944176,1924186,1,W,2,376.99
202401,월,21,41271,경기도,안산시 상록구,944176,1924186,3,W,9,235.03
202401,화,21,41113,경기도,수원시 권선구,953861,1918083,2,W,2,90.03
202401,월,18,41271,경기도,안산시 상록구,944176,1924186,0,W,1,70
202401,금,19,41450,경기도,하남시,974018,1947095,1,M,8,359.69
202401,일,0,41171,경기도,안양시 만안구,947900,1934052,3,M,5,488.49
202401,월,20,41196,경기도,부천시 오정구,937564,1947819,3,W,1,42
202401,금,19,41113,경기도,수원시 권선구,953861,1918083,5,M,2,15.25
202401,목,13,41192,경기도,부천시 원미구,936267,1944735,3,W,7,6114.71
202401,토,10,41196,경기도,부천시 오정구,937564,1947819,7,M,6,261.91
202401,일,18,41463,경기도,용인시 기흥구,966424,1918787,5,M,5,12.69
202401,화,17,41465,경기도,용인시 수지구,962048,1926137,7,W,10,12.17
202401,목,17,41115,경기도,수원시 팔달구,957104,1919945,0,M,1,49
202401,금,14,41113,경기도,수원시 권선구,953861,1918083,7,W,3,539.6
202401,금,22,41194,경기도,부천시 소사구,937850,1941972,2,M,4,82.56
202401,토,5,41461,경기도,용인시 처인구,978070,1911643,3,M,3,577.01
202401,화,9,41590,경기도,화성시,942172,1908000,5,M,5,120.92
202401,일,15,41463,경기도,용인시 기흥구,966424,1918787,3,W,7,2111.74
202401,월,3,41115,경기도,수원시 팔달구,957104,1919945,3,M,2,331.96
202401,목,12,41590,경기도,화성시,942172,1908000,5,W,3,67.68
202401,목,20,41171,경기도,안양시 만안구,947900,1934052,3,M,5,1452.61
202401,수,12,41590,경기도,화성시,942172,1908000,1,W,3,3546.52
202401,금,12,41111,경기도,수원시 장안구,955994,1924011,7,M,7,537.49
202401,토,17,41273,경기도,안산시 단원구,925133,1918594,7,W,3,737.67
202401,금,16,41196,경기도,부천시 오정구,937564,1947819,3,M,3,756.27
202401,목,4,41115,경기도,수원시 팔달구,957104,1919945,7,W,3,48.75
202401,금,13,41113,경기도,수원시 권선구,953861,1918083,3,W,6,3314.79
202401,토,9,41463,경기도,용인시 기흥구,966424,1918787,3,M,10,23.35
202401,금,12,41390,경기도,시흥시,935643,1931618,0,W,4,5836.76
202401,수,16,41115,경기도,수원시 팔달구,957104,1919945,7,W,5,1019.98
202401,수,2,41115,경기도,수원시 팔달구,957104,1919945,7,W,8,6.82
202401,금,11,41173,경기도,안양시 동안구,951796,1933620,3,W,6,4330.06
202401,일,13,41196,경기도,부천시 오정구,937564,1947819,2,W,2,85.46
202401,목,6,41113,경기도,수원시 권선구,953861,1918083,4,W,7,6.89
202401,금,3,41461,경기도,용인시 처인구,978070,1911643,1,W,2,3.15
202401,금,13,41192,경기도,부천시 원미구,936267,1944735,2,M,5,598.19
202401,화,10,41113,경기도,수원시 권선구,953861,1918083,1,M,8,711.98
202401,화,4,41111,경기도,수원시 장안구,955994,1924011,6,W,7,3.35
202401,화,5,41461,경기도,용인시 처인구,978070,1911643,1,M,2,43.11
202401,토,8,41390,경기도,시흥시,935643,1931618,0,W,2,1158.27
202401,목,18,41590,경기도,화성시,942172,1908000,0,W,7,7611.84
202401,수,16,41390,경기도,시흥시,935643,1931618,2,W,5,364.97
202401,일,4,41192,경기도,부천시 원미구,936267,1944735,1,W,2,26.25
202401,화,6,41590,경기도,화성시,942172,1908000,0,W,7,6654.58
202401,금,8,41173,경기도,안양시 동안구,951796,1933620,5,W,3,65.42
202401,수,3,41590,경기도,화성시,942172,1908000,3,M,1,122.5
202401,수,0,41273,경기도,안산시 단원구,925133,1918594,0,W,4,361.93
202401,목,17,41271,경기도,안산시 상록구,944176,1924186,0,W,6,4138.75
202401,수,19,41463,경기도,용인시 기흥구,966424,1918787,5,M,4,8.54
202401,수,22,41465,경기도,용인시 수지구,962048,1926137,0,M,5,1851.15
202401,목,4,41173,경기도,안양시 동안구,951796,1933620,7,W,10,3.86
202401,월,19,41113,경기도,수원시 권선구,953861,1918083,4,W,3,19.26
202401,화,16,41196,경기도,부천시 오정구,937564,1947819,7,W,4,176.77
202401,토,13,41194,경기도,부천시 소사구,937850,1941972,1,M,1,108.5
202401,목,13,41113,경기도,수원시 권선구,953861,1918083,0,W,6,5467.13
202401,토,8,41173,경기도,안양시 동안구,951796,1933620,5,M,4,64.24
202401,월,22,41210,경기도,광명시,943809,1938625,3,W,3,1532.63
202401,토,12,41196,경기도,부천시 오정구,937564,1947819,1,W,10,4.21
202401,월,4,41113,경기도,수원시 권선구,953861,1918083,3,W,10,18.35
202401,월,21,41465,경기도,용인시 수지구,962048,1926137,3,M,3,2987.03
202401,월,7,41590,경기도,화성시,942172,1908000,2,W,9,24.94
202401,수,6,41590,경기도,화성시,942172,1908000,2,W,10,4.2
202401,토,22,41194,경기도,부천시 소사구,937850,1941972,1,M,7,311.36
202401,토,10,41465,경기도,용인시 수지구,962048,1926137,1,W,8,1084.83
202401,월,20,41273,경기도,안산시 단원구,925133,1918594,0,W,6,5298.65
202401,일,2,41192,경기도,부천시 원미구,936267,1944735,3,W,6,1197.78
202401,목,8,41465,경기도,용인시 수지구,962048,1926137,0,W,10,14.74
202401,화,4,41465,경기도,용인시 수지구,962048,1926137,1,W,4,46.23
202401,수,10,41590,경기도,화성시,942172,1908000,1,W,10,17.5
202401,화,1,41171,경기도,안양시 만안구,947900,1934052,0,M,2,80.14
202401,수,5,41113,경기도,수원시 권선구,953861,1918083,2,W,4,205.97
202401,일,8,41113,경기도,수원시 권선구,953861,1918083,4,W,6,12.45
202401,토,3,41271,경기도,안산시 상록구,944176,1924186,2,W,6,7.68
202401,수,5,41465,경기도,용인시 수지구,962048,1926137,1,M,8,243.46
202401,목,15,41117,경기도,수원시 영통구,960690,1919671,5,W,5,12.71
202401,월,21,41115,경기도,수원시 팔달구,957104,1919945,7,M,3,585.62
202401,목,0,41273,경기도,안산시 단원구,925133,1918594,3,M,7,462.41
202401,토,21,41461,경기도,용인시 처인구,978070,1911643,3,M,6,1347.73
202401,일,12,41113,경기도,수원시 권선구,953861,1918083,3,M,2,1438.48
202401,월,9,41171,경기도,안양시 만안구,947900,1934052,1,M,3,1084.68
202401,금,15,41115,경기도,수원시 팔달구,957104,1919945,0,M,5,2625.52
202401,화,22,41117,경기도,수원시 영통구,960690,1919671,1,W,7,280.17
202401,일,12,41273,경기도,안산시 단원구,925133,1918594,5,M,7,3.5
202401,토,0,41650,경기도,포천시,978069,1996673,1,W,5,63.66
202401,일,12,41461,경기도,용인시 처인구,978070,1911643,2,W,7,54.41
202401,수,19,41390,경기도,시흥시,935643,1931618,2,W,8,51.91
202401,화,14,41273,경기도,안산시 단원구,925133,1918594,5,M,7,17.36
