순번,행정구역 표준코드,구분,광역 이름,기초 이름,경도,위도,발행명,활성지수,전년 대비 2023년 발행액 증감,활성 순위,비활성 순위 (역순),이용자 제공혜택 개요,올해 대비 2024년 사업 예산 계획,최초 발행 시작일,최종 발행 중지/종료일,발행 유형,이용자 제공혜택 기간,이용자 제공혜택 대상,운영사,"2023년 연중 1인당 월 최대 구매/충전액 (만 원, 10월 기준)","2023년 연중 최대 할인/적립률 (%, 10월 기준)","2023년 발행액 (억 원, 1년간)","2023년 누적 이용자 수 (명, 10월 기준)","2023년 가맹점 수 (곳, 10월 기준)",더 알아보기 URL,비고
210,4725000000,기초,경상북도,상주시,128.159229,36.411002,상주화폐,1.08,확대,38,147,1인당 월 최대 70만 원까지 구매 금액의 10% 할인 또는 적립,유지,2020-07-17,발행 중,"지류, 모바일, 카드",연중,보편,KIS정보통신,70,10,"1,000","49,574","4,695",https://www.sangju.go.kr/page/4286/3050.tc,-
211,4728000000,기초,경상북도,문경시,128.186787,36.586522,문경사랑상품권,0.54,축소,165,20,1인당 월 최대 50만 원까지 구매 금액의 10% 할인 또는 적립,유지,2020-06-01,발행 중,"지류, 모바일, 카드",연중,보편,한국조폐공사,50,10,536,"21,558","3,385",http://www.gbmg.go.kr/portal/contents.do?mId=0601070100,2020년 지류 이용자 수는 시스템 변경으로 알 수 없음
212,4729000000,기초,경상북도,경산시,128.741201,35.82509,경산사랑상품권,1.15,확대,24,161,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,축소,2020-05-15,발행 중,카드,연중,보편,코나아이,50,7,"1,800","245,834","10,471",https://www.gbgs.go.kr/open_content/ko/page.do?mnu_uid=5283,-
213,4772000000,기초,경상북도,군위군,128.572657,36.242945,군위사랑상품권,-,22년 폐지,-,-,1인당 월 최대 50만 원까지 구매 금액의 10% 할인 또는 적립,미발행,2020-06-01,2022-06-20,"지류, 모바일, 카드=",연중,보편,KIS정보통신,-,-,-,-,-,https://www.gunwi.go.kr/ko/page.do?mnu_uid=283&,2023년 7월 1일자로 대구시로 편입됨에 따라 군위사랑상품권은 6월 20일까지만 판매
214,4773000000,기초,경상북도,의성군,128.6971711,36.3527158,의성사랑상품권,2.09,확대,3,182,"카든 1인당 월 최대 30만 원까지 구매 금액의 10%,지류와 모바일은 1인당 월 최대 40만 원까지 구매 금액의 10% 할인 또는 적립",축소,2018-08-22,발행 중,"지류, 모바일, 카드",연중,보편,"한국조폐공사,코나아이",70,10,417,"30,540","3,058",,22. 3월 지류상품권 시스템 변경으로 22년 이전의 연도별 지류 이용자 수 추출불가
215,4775000000,기초,경상북도,청송군,129.0571263,36.4362793,청송사랑화폐,0.70,축소,136,49,1인당 월 최대 100만 원까지 구매 금액의 10% 할인 또는 적립,유지,2023-01-01,발행 중,지류,1년,보편,한국조폐공사,70,10,700,-,"1,422",https://www.cs.go.kr/specialty/00003174/00006603.web,100% 지류 발행
216,4776000000,기초,경상북도,영양군,129.1123839,36.6667174,"영양사랑상품권, 영양사랑카드",0.91,축소,84,101,1인당 월 최대 50만 원까지 구매 금액의 10% 할인 또는 적립,유지,2006-11-08,발행 중,"지류, 카드",연중,보편,한국조폐공사,50,10,94,"2,717",452,https://www.yyg.go.kr/www/welfare/region_economy/gift_certificate,-
217,4777000000,기초,경상북도,영덕군,129.365267,36.415034,영덕사랑상품권,0.84,축소,103,82,"카드는 1인당 월 최대 50만 원까지 구매 금액의 10%,지류는 1인당 월 최대 50만원 까지 구매 금액의 5% 할인 또는 적립",축소,2018-02-02,발행 중,"지류, 카드",특정,보편,한국조폐공사,50,10,150,"18,671","1,917",https://www.yd.go.kr/?p=32095,-
218,4782000000,기초,경상북도,청도군,128.733988,35.647399,청도사랑상품권,1.11,확대,33,152,1인당 월 최대 50만 원까지 구매 금액의 10% 할인 또는 적립,축소,2006-06-13,발행 중,"지류, 모바일, 카드",연중,보편,나이스정보통신,50,10,390,"25,899","2,805",https://www.cheongdo.go.kr/open.content/ko/participation/cheongdo.love/card.guide/,"*월 구매한도는 지류형 상품권 기준으로 함
*누적 이용자 수 = 누적 카드 발급 인원"
219,4783000000,기초,경상북도,고령군,128.263074,35.726177,고령사랑상품권,0.78,축소,119,66,1인당 월 최대 70만 원까지 구매금액의 10% 할인 또는 적립과 적립,유지,1999-06-21,발행 중,고령사랑카드,연중,보편,"한국조폐공사,한국간편결제진흥원",70,10,118,"48,931","1,227",http://www.goryeong.go.kr/kor/contents.do?IDX=40,(행안부지침에 의해 구매 및 보유한도 조정)
220,4784000000,기초,경상북도,성주군,128.282959,35.919175,성주사랑상품권,0.79,축소,115,70,"카드는 1인당 월 최대 50만 원까지 구매 금액의 10%,지류는 1인당 월 최대 20만 원까지 10% 할인 또는 적립",축소,2006-01-01,발행 중,"지류, 카드",연중,보편,한국조폐공사,70,10,233,"16,288","1,395",https://www.sj.go.kr/page.do?mnu_uid=4555&,-
221,4785000000,기초,경상북도,칠곡군,128.401679,35.9955753,칠곡사랑상품권,0.92,축소,79,106,1인당 월 최대 70만 원까지 구매 금액의 10% 할인 또는 적립,축소,2011-01-13,발행 중,"지류, 카드",연중,보편,KT,70,10,560,"94,558","5,017",https://www.chilgok.go.kr/portal/contents.do?mId=0707010000,-
222,4790000000,기초,경상북도,예천군,128.4373552,36.6468844,예천사랑상품권,0.58,축소,160,25,1인당 월 최대 50만 원까지 구매 금액의 10% 할인 또는 적립,축소,2019-07-11,발행 중,"카드,지류, 모바일",연중,보편,한국조폐공사,50,10,240,"19,832","2,196",https://www.ycg.kr/open.content/ko/section/economy/love.gift/guide/,"2019년 나이스정보시스템 계약만료로 조회 불가, 사용자는 꾸준히 증가 하고 있으며, 구매한도 관련 민원과 상품권 발행 규모가 적다는 민원이 많음."
223,4792000000,기초,경상북도,봉화군,128.732503,36.893114,봉화사랑상품권,1.00,유지,57,124,1인당 월 최대 50만 원까지 구매 금액의 10% 할인 또는 적립,유지,2019-07-01,발행 중,"지류, 카드",연중,보편,한국조폐공사,50,10,250,"13,524","1,268",https://www.bonghwa.go.kr/open.content/ko/welfare/industry.economy/bonghwa.love.giftcard/giftcard.info/,-
224,4793000000,기초,경상북도,울진군,129.400394,36.993087,울진사랑카드,1.15,확대,23,162,1인당 월 최대 50만 원까지 구매 금액의 10% 적립,축소,2020-08-03,발행 중,카드,연중,보편,코나아이,100,15,570,"37,929","2,863",https://www.uljin.go.kr/index.uljin?menuCd=DOM_000000106001008000,-
225,4794000000,기초,경상북도,울릉군,130.905697,37.484455,울릉사랑상품권,1.61,확대,5,180,1인당 월 최대 70만 원까지 구매 금액의 10% 할인 또는 적립,유지,2021-06-24,발행 중,"지류, 모바일",연중,보편,한국조폐공사,70,10,29,"4,192",315,https://www.ulleung.go.kr/ko/page.do?mnu_uid=596&,-
226,4811000000,기초,경상남도,창원시,128.6818746,35.2278771,누비전,0.49,축소,170,15,1인당 월 최대 20만 원까지 구매 금액의 7% 할인 또는 적립,축소,2019-08-14,발행 중,"지류, 모바일",연중,보편,"한국조폐공사, 한국간편결제진흥원",20,7,"1,000","292,893","93,988",https://www.changwon.go.kr/biz/contents.do?mId=0605020100,-
227,4817000000,기초,경상남도,진주시,128.107646,35.180325,진주사랑상품권,1.00,유지,57,124,1인당 월 최대 20만 원까지 구매 금액의 10% 할인 또는 적립,축소,2019-09-01,발행 중,"지류, 모바일",연중,보편,"한국간편결제원, NH농협진주시지부",20,10,760,"292,811","26,421",https://www.jinju.go.kr/00134/00611/05412.web,-
228,4822000000,기초,경상남도,통영시,128.433112,34.85439,통영사랑상품권,0.78,축소,120,65,1인당 월 최대 50만 원까지 구매 금액의 10% 할인 또는 적립,유지,2020-02-20,발행 중,"지류, 모바일",특정,보편,"농협은행, 한국간편결제진흥원",50,10,314,"71,119","9,534",https://www.tongyeong.go.kr/00973/01077/04181.web,-
229,4824000000,기초,경상남도,사천시,128.0638649,35.0034774,사천사랑상품권,-,23년부터 발행,-,-,1인당 월 최대 40만 원까지 구매 금액의 10% 할인 또는 적립,유지,2023-01-10,발행 중,"지류, 모바일",연중,보편,"한국조폐공사
(지류,모바일)",40,10,200,"26,370","4,271",https://www.sacheon.go.kr/economy/04371/04372.web,"­23년 1월 10일 최초 발행
-23년 발행규모: 200억
(지류 60억, 모바일 140억)"
230,4825000000,기초,경상남도,김해시,128.889322,35.228574,김해사랑상품권,1.21,확대,20,165,1인당 월 최대 30만 원까지 구매 금액의 7% 할인 또는 적립,축소,2019-08-20,발행 중,모바일,연중,보편,한국간편결제진흥원,30,7,"1,272","162,588","31,328",https://www.gimhae.go.kr/00847/03380/05984.web,"2023.1.~2. 국비미교부로 5% 할인
23.3.부터 국비 교부금액 확정으로 할인율 7% 상향"
231,4827000000,기초,경상남도,밀양시,128.746712,35.503856,밀양사랑상품권,0.97,축소,68,117,"카드는 1인당 월 70만 원까지 구매 금액의 10%, 지류와 모바일은 1인당 월 최대 70만 원까지 구매 금액의 10% 할인 또는 적립",축소,2019-09-01,발행 중,"지류, 모바일, 카드",연중,보편,"한국조폐공사(지류), 한국간편결제진흥원(모바일), 코나아이(카드)",70,10,859,"80,927","6,688",https://www.miryang.go.kr/web/index.do?mnNo=50103010000,"지류상품권은 한국조폐공사시스템 도입(2022.7.) 이후부터 구매자 수 추출, 23년 4월부터 월 구매한도 변경(지류 월 10만원, 모바일 월 10만원, 카드 월 50만원)"
232,4831000000,기초,경상남도,거제시,128.6211703,34.8804572,거제사랑상품권,1.08,확대,40,145,1인당 월 최대 50만 원까지 구매 금액의 10% 할인 또는 적립,유지,2006-01-01,발행 중,"지류, 모바일",연중,보편,"한국조폐공사(지류), 한국간편결제진흥원(모바일)",50,10,"1,600","158,672","19,717",https://www.geoje.go.kr/index.geoje?menuCd=DOM_000008901003003001,지류상품권은 한국조폐공사시스템 도입(2022.7.) 이후부터 구매자 수 추출
233,4833000000,기초,경상남도,양산시,129.037339,35.335049,양산사랑상품권,0.83,축소,106,79,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,축소,2019-01-28,발행 중,카드,연중,보편,코나아이 주식회사,50,7,"2,100","142,706","17,473",https://www.yangsan.go.kr/portal/contents.do?mId=0601060100,"카드형만 발급 중이며, 웹사이트에 양산사랑상품권 운영자금 보유·관리 금액 현황을 공개하고 있음"
234,4872000000,기초,경상남도,의령군,128.261676,35.3222239,의령사랑상품권,1.09,확대,36,149,1인당 월 최대 70만 원까지 구매 금액의 10% 할인 또는 적립,미정,2008-08-01,발행 중,"지류, 모바일, 카드",연중,보편,"한국조폐공사, 한국간편결제원",75,10,120,"3,980","1,003",https://www.uiryeong.go.kr/board/view.uiryeong?boardId=BBS_0000085&menuCd=DOM_000000203001001000&dataSid=1084361,작년과 동일한 판매 추이
235,4873000000,기초,경상남도,함안군,128.406595,35.272315,함안사랑상품권,0.68,축소,145,40,1인당 월 최대 30만 원까지 구매 금액의 10% 할인 또는 적립,유지,2008-02-01,발행 중,"지류, 모바일, 카드",연중,보편,"한국조폐공사, 한국간편결제진흥원",30,10,167,"24,559","2,322",https://www.haman.go.kr/02385/07039/07422.web?amode=rn%5Ename,-
236,4874000000,기초,경상남도,창녕군,128.492346,35.544611,창녕사랑상품권,0.96,축소,71,114,1인당 월 최대 50만 원까지 구매 금액의 10% 할인 또는 적립,축소,2020-01-02,발행 중,"지류, 모바일, 카드",연중,보편,한국조폐공사,50,10,350,"11,861","1,952",https://www.cng.go.kr/life/economy/00005431.web,"모바일 및 카드형 창녕사랑상품권 2021년 3월에 도입, 지류 이용자 수 확인불가해 모바일 사용자 수 기준임"
237,4882000000,기초,경상남도,고성군,128.3222643,34.9730975,경남고성사랑상품권,0.72,축소,133,52,"카드와 지류는 1인당 월 최대 30만 원까지 구매 금액의 10%, 모바일은 1인당 월 최대 40만 원까지 구매 금액의 10% 할인 또는 적립",축소,2018-01-01,발행 중,"지류,모바일, 카드",연중,보편,"한국조폐공사(지류,카드), 한국간편결제진흥원(모바일)",70,10,280,"25,835","2,231",https://www.goseong.go.kr/economy/index.goseong?menuCd=DOM_000000502002000000,-
238,4884000000,기초,경상남도,남해군,127.892475,34.837707,남해화폐 화전,0.81,축소,111,74,카드와 지류는 1인당 월 최대 10만 원까지 10% 모바일은 1인당 최대 30만 원까지 10% 할인 또는 적립,축소,2019-09-02,발행 중,"모바일, 카드",연중,보편,"한국조폐공사(지류,카드), 한국간편결제진흥원(모바일)",50,10,200,"28,013","2,180",https://www.namhae.go.kr/depart/Index.do?c=DE0403010000,모바일
239,4885000000,기초,경상남도,하동군,127.751275,35.067333,하동사랑상품권,1.02,확대,55,130,1인당 월 최대 50만 원까지 구매 금액의 10% 할인 또는 적립,축소,2019-08-01,발행 중,"지류
모바일",연중,보편,"한국간편결제진흥원, 주식회사 비즈플레이",50,10,122,"22,791","2,473",https://www.hadong.go.kr/02642/02659.web,-
240,4886000000,기초,경상남도,산청군,127.873458,35.415557,산청사랑상품권,1.12,확대,32,153,1인당 월 최대 40만 원까지 구매 금액의 10% 할인 또는 적립,축소,1999-01-01,발행 중,"지류, 모바일",연중,보편,"한국조폐공사, 한국간편결제진흥원",40,10,229,"23,609","1,523",https://www.sanencheong.com/board/view?id=notice&seq=3747,-
241,4887000000,기초,경상남도,함양군,127.725245,35.520536,함양사랑상품권,1.06,확대,42,143,1인당 월 최대 70만 원까지 구매 금액의 10% 할인 또는 적립,축소,2019-07-01,발행 중,"지류, 모바일",연중,보편,"한국조폐공사(지류), 한국간편결제진흥원(모바일)",70,10,220,"24,737","3,103",https://www.hygn.go.kr/specialty/work/03374.web,-
242,4888000000,기초,경상남도,거창군,127.909538,35.686698,거창사랑상품권,1.54,확대,7,178,1인당 월 최대 30만 원까지 구매 금액의 10% 할인 또는 적립,유지,2019-05-01,발행 중,"지류, 모바일",연중,보편,"한국조폐공사, 한국간편결제진흥원",30,10,217,"15,824","3,140",https://www.geochang.go.kr/business/Index.do?c=BS1401000000,-
243,4889000000,기초,경상남도,합천군,128.165799,35.56666,합천사랑상품권,0.96,축소,70,115,"카드와 모바일은 1인당 월 최대 30만 원까지 구매 금액의 10%, 지류는 1인당 월 최대 30만 원까지 구매 금액의 5% 할인 또는 적립",축소,2011-09-20,발행 중,"지류, 모바일, 카드",연중,-,"한국조폐공사, 한국간편결제진흥원",30,10,117,"20,608","1,922",https://www.hc.go.kr/05752/05908/05983.web,-
